,orig_gene,proc_gene
16851,si:ch211-209f23.3,sich211209f23.3
16852,si:ch211-209f23.7,sich211209f23.7
16853,si:ch211-210b2.3,sich211210b2.3
16854,si:ch211-210b2.4,sich211210b2.4
16855,si:ch211-216p19.6,sich211216p19.6
16856,si:ch211-217k17.10,sich211217k17.10
16857,si:ch211-217k17.8,sich211217k17.8
16858,si:ch211-222n4.2,sich211222n4.2
16859,si:ch211-223a10.1,sich211223a10.1
16860,si:ch211-232d19.4,sich211232d19.4
16861,si:ch211-235p24.2,sich211235p24.2
16862,si:ch211-236l14.4,sich211236l14.4
16863,si:ch211-236p5.3,sich211236p5.3
16864,si:ch211-237c6.4,sich211237c6.4
16865,si:ch211-241b2.4,sich211241b2.4
16866,si:ch211-250g4.3,sich211250g4.3
16867,si:ch211-254p10.2,sich211254p10.2
16868,si:ch211-263m18.4,sich211263m18.4
16869,si:ch211-264e16.2,sich211264e16.2
16870,si:ch211-26b3.2,sich21126b3.2
16871,si:ch211-274p24.2,sich211274p24.2
16872,si:ch211-57b15.1,sich21157b15.1
16873,si:ch211-57b15.2,sich21157b15.2
16874,si:ch211-57f7.7,sich21157f7.7
16875,si:ch211-57i17.1,sich21157i17.1
16876,si:ch211-57n23.4,sich21157n23.4
16877,si:ch211-59d8.3,sich21159d8.3
16878,si:ch211-62a1.4,sich21162a1.4
16879,si:ch211-63p21.8,sich21163p21.8
16880,si:ch211-76l23.7,sich21176l23.7
16881,si:ch211-93g23.2,sich21193g23.2
16882,si:ch73-111k22.3,sich73111k22.3
16883,si:ch73-14h1.2,sich7314h1.2
16884,si:ch73-174h16.5,sich73174h16.5
16885,si:ch73-197b13.1,sich73197b13.1
16886,si:ch73-199e17.1,sich73199e17.1
16887,si:ch73-206p6.1,sich73206p6.1
16888,si:ch73-233k15.2,sich73233k15.2
16889,si:ch73-250a16.5,sich73250a16.5
16890,si:ch73-281k2.5,sich73281k2.5
16891,si:ch73-289h5.4,sich73289h5.4
16892,si:ch73-330k17.3,sich73330k17.3
16893,si:ch73-335m24.5,sich73335m24.5
16894,si:ch73-343l4.6,sich73343l4.6
16895,si:ch73-376l24.4,sich73376l24.4
16896,si:ch73-40a17.3,sich7340a17.3
16897,si:ch73-56d11.3,sich7356d11.3
16898,si:ch73-72b7.1,sich7372b7.1
16899,si:dkey-108k21.11,sidkey108k21.11
16900,si:dkey-119m7.8,sidkey119m7.8
16901,si:dkey-11f4.14,sidkey11f4.14
16902,si:dkey-11n14.1,sidkey11n14.1
16903,si:dkey-145c18.3,sidkey145c18.3
16904,si:dkey-145c18.5,sidkey145c18.5
16905,si:dkey-152b24.7,sidkey152b24.7
16906,si:dkey-156j15.1,sidkey156j15.1
16907,si:dkey-161j23.7,sidkey161j23.7
16908,si:dkey-165o8.2,sidkey165o8.2
16909,si:dkey-175g6.2,sidkey175g6.2
16910,si:dkey-182g1.10,sidkey182g1.10
16911,si:dkey-183c6.9,sidkey183c6.9
16912,si:dkey-183i3.5,sidkey183i3.5
16913,si:dkey-183n20.15,sidkey183n20.15
16914,si:dkey-188g12.1,sidkey188g12.1
16915,si:dkey-190j3.4,sidkey190j3.4
16916,si:dkey-192l18.9,sidkey192l18.9
16917,si:dkey-199m13.7,sidkey199m13.7
16918,si:dkey-19a16.1,sidkey19a16.1
16919,si:dkey-20i20.4,sidkey20i20.4
16920,si:dkey-20i20.8,sidkey20i20.8
16921,si:dkey-211i20.2,sidkey211i20.2
16922,si:dkey-21h14.9,sidkey21h14.9
16923,si:dkey-222p3.1,sidkey222p3.1
16924,si:dkey-229d2.7,sidkey229d2.7
16925,si:dkey-237j11.3,sidkey237j11.3
16926,si:dkey-238o14.1,sidkey238o14.1
16927,si:dkey-23c22.7,sidkey23c22.7
16928,si:dkey-241l7.2,sidkey241l7.2
16929,si:dkey-241l7.3,sidkey241l7.3
16930,si:dkey-246j6.3,sidkey246j6.3
16931,si:dkey-249d8.1,sidkey249d8.1
16932,si:dkey-251i10.1,sidkey251i10.1
16933,si:dkey-261j4.5,sidkey261j4.5
16934,si:dkey-263j23.1,sidkey263j23.1
16935,si:dkey-276j7.2,sidkey276j7.2
16936,si:dkey-27j5.3,sidkey27j5.3
16937,si:dkey-285b23.4,sidkey285b23.4
16938,si:dkey-286h21.1,sidkey286h21.1
16939,si:dkey-30c15.12,sidkey30c15.12
16940,si:dkey-30e9.6,sidkey30e9.6
16941,si:dkey-30h22.11,sidkey30h22.11
16942,si:dkey-30j10.5,sidkey30j10.5
16943,si:dkey-32e6.6,sidkey32e6.6
16944,si:dkey-33i11.9,sidkey33i11.9
16945,si:dkey-37o8.1,sidkey37o8.1
16946,si:dkey-40c23.3,sidkey40c23.3
16947,si:dkey-43k4.3,sidkey43k4.3
16948,si:dkey-56m15.6,sidkey56m15.6
16949,si:dkey-5i16.5,sidkey5i16.5
16950,si:dkey-5i3.5,sidkey5i3.5
16951,si:dkey-66g10.2,sidkey66g10.2
16952,si:dkey-71d15.2,sidkey71d15.2
16953,si:dkey-72l17.5,sidkey72l17.5
16954,si:dkey-76b14.2,sidkey76b14.2
16955,si:dkey-88n24.11,sidkey88n24.11
16956,si:dkey-91m11.5,sidkey91m11.5
16957,si:dkey-9k7.3,sidkey9k7.3
16958,si:dkeyp-118b1.2,sidkeyp118b1.2
16959,si:dkeyp-20e4.8,sidkeyp20e4.8
16960,si:dkeyp-46h3.2,sidkeyp46h3.2
16961,si:dkeyp-4f2.1,sidkeyp4f2.1
16962,si:dkeyp-51b9.3,sidkeyp51b9.3
16963,si:dkeyp-53d3.5,sidkeyp53d3.5
16964,si:dkeyp-53e4.4,sidkeyp53e4.4
16965,si:dkeyp-66d1.7,sidkeyp66d1.7
16966,si:dkeyp-72e1.7,sidkeyp72e1.7
16967,si:dkeyp-80d11.4,sidkeyp80d11.4
16968,si:dkeyp-82a1.8,sidkeyp82a1.8
16969,si:dkeyp-82b4.2,sidkeyp82b4.2
16970,si:dkeyp-87d8.8,sidkeyp87d8.8
16971,si:rp71-45g20.10,sirp7145g20.10
16972,si:rp71-77l1.2,sirp7177l1.2
16973,si:rp71-80o10.4,sirp7180o10.4
16974,si:zfos-1505d6.3,sizfos1505d6.3
16975,si:zfos-80g12.1,sizfos80g12.1
16976,slc10a2,slc10a2
16977,slc12a10.3,slc12a10.3
16978,slc12a8,slc12a8
16979,slc14a2,slc14a2
16980,slc17a5,slc17a5
16981,slc22a7b.2,slc22a7b.2
16982,slc2a1a,slc2a1a
16983,slc35f3b,slc35f3b
16984,slc41a2a,slc41a2a
16985,slc4a1a,slc4a1a
16986,slc52a3,slc52a3
16987,slc6a15,slc6a15
16988,slc6a19a.1,slc6a19a.1
16989,slc7a1,slc7a1
16990,slc9a2,slc9a2
16991,slitrk2,slitrk2
16992,smarcd3a,smarcd3a
16993,snx21,snx21
16994,soga3b,soga3b
16995,sostdc1b,sostdc1b
16996,sp100.1,sp100.1
16997,sparcl1,sparcl1
16998,specc1lb,specc1lb
16999,spina,spina
17000,spire2,spire2
17001,spp1,spp1
17002,sprn2,sprn2
17003,srd5a2a,srd5a2a
17004,srfb,srfb
17005,st3gal2,st3gal2
17006,st8sia5,st8sia5
17007,stk38b,stk38b
17008,sult1st4,sult1st4
17009,supt7l,supt7l
17010,syt12,syt12
17011,syt5b,syt5b
17012,szl,szl
17013,tapbp.2,tapbp.2
17014,tbc1d22b,tbc1d22b
17015,tbkbp1,tbkbp1
17016,tbx20,tbx20
17017,tceb3l,tceb3l
17018,tcte1,tcte1
17019,tecta,tecta
17020,tekt1,tekt1
17021,tenm1,tenm1
17022,tgfbr3,tgfbr3
17023,thbs2b,thbs2b
17024,thbs4a,thbs4a
17025,themis,themis
17026,timd4,timd4
17027,tinagl1,tinagl1
17028,tm4sf4,tm4sf4
17029,tmc2b,tmc2b
17030,tmem106bb,tmem106bb
17031,tmem179,tmem179
17032,tmem229b,tmem229b
17033,tmem237a,tmem237a
17034,tmem42b,tmem42b
17035,tmem8a,tmem8a
17036,tmprss9,tmprss9
17037,tnfaip3,tnfaip3
17038,tnnt2e,tnnt2e
17039,tp73,tp73
17040,tpbgb,tpbgb
17041,trim2a,trim2a
17042,trim54,trim54
17043,trpm1a,trpm1a
17044,trpv4,trpv4
17045,ttl,ttl
17046,twf2a,twf2a
17047,uba7,uba7
17048,ubn1,ubn1
17049,uckl1a,uckl1a
17050,ugt5g1,ugt5g1
17051,ugt5g2,ugt5g2
17052,valopa,valopa
17053,vcla,vcla
17054,vegfba,vegfba
17055,vezt,vezt
17056,vhll,vhll
17057,vill,vill
17058,viml,viml
17059,vsnl1b,vsnl1b
17060,vwa2,vwa2
17061,vwa3a,vwa3a
17062,vwa7,vwa7
17063,vwf,vwf
17064,wacb,wacb
17065,wdfy4,wdfy4
17066,wdr20b,wdr20b
17067,wdr21,wdr21
17068,wfdc2,wfdc2
17069,whrna,whrna
17070,wnt3,wnt3
17071,wnt4b,wnt4b
17072,xaf1,xaf1
17073,xirp2b,xirp2b
17074,ypel1,ypel1
17075,zdhhc17,zdhhc17
17076,zgc:110699,zgc110699
17077,zgc:113364,zgc113364
17078,zgc:113625,zgc113625
17079,zgc:113886,zgc113886
17080,zgc:114118,zgc114118
17081,zgc:152977,zgc152977
17082,zgc:153142,zgc153142
17083,zgc:153157,zgc153157
17084,zgc:153681,zgc153681
17085,zgc:154142,zgc154142
17086,zgc:162872,zgc162872
17087,zgc:165514,zgc165514
17088,zgc:165603,zgc165603
17089,zgc:165604,zgc165604
17090,zgc:171426,zgc171426
17091,zgc:171446,zgc171446
17092,zgc:171679,zgc171679
17093,zgc:171977,zgc171977
17094,zgc:172215,zgc172215
17095,zgc:173443,zgc173443
17096,zgc:173545,zgc173545
17097,zgc:173570,zgc173570
17098,zgc:174356,zgc174356
17099,zgc:193790,zgc193790
17100,zgc:194252,zgc194252
17101,zgc:195001,zgc195001
17102,zgc:66440,zgc66440
17103,zgc:73226,zgc73226
17104,zmiz1b,zmiz1b
17105,znf1009,znf1009
17106,znf1016,znf1016
17107,znf1057,znf1057
17108,znf1069,znf1069
17109,znf1075,znf1075
17110,znf1078,znf1078
17111,znf1119,znf1119
17112,znf1131,znf1131
17113,znf1147,znf1147
17114,znf1153,znf1153
17115,znf1163,znf1163
17116,znf326,znf326
17117,znf385c,znf385c
17118,znf407,znf407
17119,znf592,znf592
17120,znf648,znf648
17121,znf977,znf977
17122,znf988,znf988
17123,znfx1,znfx1
17124,zp2.5,zp2.5
17125,zswim6,zswim6
17126,AL928854.1,AL928854.1
17127,AL929266.1,AL929266.1
17128,AL935145.1,AL935145.1
17129,AL935145.2,AL935145.2
17130,AL954322.1,AL954322.1
17131,ARMC6,ARMC6
17132,BX004816.2,BX004816.2
17133,BX004981.1,BX004981.1
17134,BX005085.2,BX005085.2
17135,BX005367.1,BX005367.1
17136,BX005416.1,BX005416.1
17137,BX005438.1,BX005438.1
17138,BX088728.1,BX088728.1
17139,BX248118.1,BX248118.1
17140,BX248510.2,BX248510.2
17141,BX294165.1,BX294165.1
17142,BX321871.1,BX321871.1
17143,BX323839.1,BX323839.1
17144,BX324142.2,BX324142.2
17145,BX470185.1,BX470185.1
17146,BX470242.1,BX470242.1
17147,BX470259.3,BX470259.3
17148,BX511259.1,BX511259.1
17149,BX511272.1,BX511272.1
17150,BX537120.1,BX537120.1
17151,BX548011.5,BX548011.5
17152,BX548028.1,BX548028.1
17153,BX629346.1,BX629346.1
17154,BX629346.2,BX629346.2
17155,BX649231.1,BX649231.1
17156,BX649345.1,BX649345.1
17157,BX649416.1,BX649416.1
17158,BX649484.1,BX649484.1
17159,BX664614.1,BX664614.1
17160,BX908750.1,BX908750.1
17161,BX914205.3,BX914205.3
17162,BX927253.1,BX927253.1
17163,BX927336.1,BX927336.1
17164,BX936420.1,BX936420.1
17165,BX957326.2,BX957326.2
17166,C14orf28,C14orf28
17167,CABZ01002690.1,CABZ01002690.1
17168,CABZ01004876.1,CABZ01004876.1
17169,CABZ01023255.1,CABZ01023255.1
17170,CABZ01061508.1,CABZ01061508.1
17171,CABZ01063034.1,CABZ01063034.1
17172,CABZ01071020.1,CABZ01071020.1
17173,CABZ01071903.1,CABZ01071903.1
17174,CABZ01075521.1,CABZ01075521.1
17175,CABZ01084603.1,CABZ01084603.1
17176,CABZ01085658.1,CABZ01085658.1
17177,CABZ01086812.1,CABZ01086812.1
17178,CABZ01087566.1,CABZ01087566.1
17179,CABZ01088025.1,CABZ01088025.1
17180,CABZ01090785.1,CABZ01090785.1
17181,CABZ01092170.1,CABZ01092170.1
17182,CABZ01093429.1,CABZ01093429.1
17183,CABZ01118770.1,CABZ01118770.1
17184,CACNA2D1,CACNA2D1
17185,CHST6,CHST6
17186,CR339054.1,CR339054.1
17187,CR354383.1,CR354383.1
17188,CR354435.2,CR354435.2
17189,CR354435.5,CR354435.5
17190,CR381540.3,CR381540.3
17191,CR381544.1,CR381544.1
17192,CR381686.1,CR381686.1
17193,CR450698.1,CR450698.1
17194,CR450808.2,CR450808.2
17195,CR457447.1,CR457447.1
17196,CR628323.2,CR628323.2
17197,CR762436.2,CR762436.2
17198,CR769769.1,CR769769.1
17199,CR854838.1,CR854838.1
17200,CR932077.1,CR932077.1
17201,CR932362.1,CR932362.1
17202,CT027638.1,CT027638.1
17203,CT030153.1,CT030153.1
17204,CT978957.1,CT978957.1
17205,CU138553.1,CU138553.1
17206,CU306817.1,CU306817.1
17207,CU459089.1,CU459089.1
17208,CU464118.1,CU464118.1
17209,CU571069.1,CU571069.1
17210,CU571336.1,CU571336.1
17211,CU682604.1,CU682604.1
17212,CU693484.1,CU693484.1
17213,CU856516.1,CU856516.1
17214,CZQB01141835.1,CZQB01141835.1
17215,ERG28,ERG28
17216,FO681288.1,FO681288.1
17217,FO704810.1,FO704810.1
17218,FO704905.1,FO704905.1
17219,FO834857.1,FO834857.1
17220,FOXN2,FOXN2
17221,FP016239.1,FP016239.1
17222,FQ323096.1,FQ323096.1
17223,GALNT10,GALNT10
17224,GNB4,GNB4
17225,GUCY1A2,GUCY1A2
17226,HIST1H4E,HIST1H4E
17227,LO016987.1,LO016987.1
17228,LO017714.1,LO017714.1
17229,LO017872.1,LO017872.1
17230,LO018208.1,LO018208.1
17231,LO018430.1,LO018430.1
17232,LT631684.2,LT631684.2
17233,MYO1G,MYO1G
17234,NC-002333.21,NC-002333.21
17235,PCMTD2,PCMTD2
17236,PPP1R3G,PPP1R3G
17237,RERG,RERG
17238,SH2B2,SH2B2
17239,SLA,SLA
17240,SLC5A10,SLC5A10
17241,SLC6A13,SLC6A13
17242,TCERG1L,TCERG1L
17243,aanat2,aanat2
17244,acss2l,acss2l
17245,adamts16,adamts16
17246,adcy1a,adcy1a
17247,adcyap1a,adcyap1a
17248,adgrg11,adgrg11
17249,adrb1,adrb1
17250,aftphb,aftphb
17251,agbl4,agbl4
17252,agtpbp1,agtpbp1
17253,aipl1,aipl1
17254,alk,alk
17255,ankrd44,ankrd44
17256,anks4b,anks4b
17257,ano8a,ano8a
17258,antxr2b,antxr2b
17259,ap1s3a,ap1s3a
17260,apc2,apc2
17261,aqp9b,aqp9b
17262,arhgap18,arhgap18
17263,arhgap31,arhgap31
17264,arhgap42b,arhgap42b
17265,asb10,asb10
17266,asb13a.2,asb13a.2
17267,asic1b,asic1b
17268,atp8b4,atp8b4
17269,avd,avd
17270,b4galnt1a,b4galnt1a
17271,bin1a,bin1a
17272,blk,blk
17273,btbd2b,btbd2b
17274,c1qc,c1qc
17275,c1qtnf6b,c1qtnf6b
17276,c9,c9
17277,ca5a,ca5a
17278,ca9,ca9
17279,cables2b,cables2b
17280,cacna1bb,cacna1bb
17281,cacna1eb,cacna1eb
17282,cacna1g,cacna1g
17283,cacna2d1a,cacna2d1a
17284,cacng8a,cacng8a
17285,calcoco2,calcoco2
17286,camk1gb,camk1gb
17287,capn15,capn15
17288,capn1b,capn1b
17289,capn3b,capn3b
17290,capn5a,capn5a
17291,caprin2,caprin2
17292,cass4,cass4
17293,cbln20,cbln20
17294,ccdc28a,ccdc28a
17295,ccdc65,ccdc65
17296,ccdc85al,ccdc85al
17297,ccl34a.3,ccl34a.3
17298,ccl34b.8,ccl34b.8
17299,cd302,cd302
17300,cdh24b,cdh24b
17301,cdh27,cdh27
17302,cdhr1a,cdhr1a
17303,cel.1,cel.1
17304,celsr3,celsr3
17305,cep41,cep41
17306,chpfa,chpfa
17307,chrna3,chrna3
17308,chrnb2a,chrnb2a
17309,clca1,clca1
17310,clcn1b,clcn1b
17311,cldn15la,cldn15la
17312,clec11a,clec11a
17313,clmn,clmn
17314,cnga3a,cnga3a
17315,cnih3,cnih3
17316,cntn1b,cntn1b
17317,cntn3a.1,cntn3a.1
17318,cobll1a,cobll1a
17319,col10a1a,col10a1a
17320,col14a1b,col14a1b
17321,colq,colq
17322,cpeb1b,cpeb1b
17323,cps1,cps1
17324,creb3l3b,creb3l3b
17325,crygm4,crygm4
17326,csrp3,csrp3
17327,cx27.5,cx27.5
17328,cx32.3,cx32.3
17329,cxcl11.7,cxcl11.7
17330,cyp11c1,cyp11c1
17331,cyp4f3,cyp4f3
17332,daam2,daam2
17333,daglb,daglb
17334,dbpa,dbpa
17335,dennd1b,dennd1b
17336,derl3,derl3
17337,desmb,desmb
17338,dgke,dgke
17339,dlgap1b,dlgap1b
17340,dnai2b,dnai2b
17341,dnajc25,dnajc25
17342,dnd1,dnd1
17343,dock3,dock3
17344,dpf3,dpf3
17345,drd2a,drd2a
17346,drd3,drd3
17347,dre-mir-19c,dre-mir-19c
17348,dyrk4,dyrk4
17349,eef2a.2,eef2a.2
17350,eif2ak2,eif2ak2
17351,elmsan1a,elmsan1a
17352,epob,epob
17353,eps8l3b,eps8l3b
17354,etv7,etv7
17355,f2r,f2r
17356,f2rl2,f2rl2
17357,f3a,f3a
17358,fam20a,fam20a
17359,fas,fas
17360,fbxo41,fbxo41
17361,fer1l4,fer1l4
17362,fgf19,fgf19
17363,fgf21,fgf21
17364,fnbp1b,fnbp1b
17365,fosaa,fosaa
17366,fosl1b,fosl1b
17367,foxn1,foxn1
17368,frmd4bb,frmd4bb
17369,ftr15,ftr15
17370,ftr73,ftr73
17371,fut9a,fut9a
17372,galnt8a.1,galnt8a.1
17373,gbe1a,gbe1a
17374,gdpd4a,gdpd4a
17375,ggt1b,ggt1b
17376,glra4a,glra4a
17377,gnrhr2,gnrhr2
17378,gpr173,gpr173
17379,grid2ipa,grid2ipa
17380,grm2a,grm2a
17381,grn1,grn1
17382,gstp2,gstp2
17383,gucy1b1,gucy1b1
17384,h2af1al,h2af1al
17385,hdac7b,hdac7b
17386,heatr5b,heatr5b
17387,hepacam2,hepacam2
17388,hipk1a,hipk1a
17389,hist1h2a5,hist1h2a5
17390,hmbox1a,hmbox1a
17391,hnf1a,hnf1a
17392,hrh2b,hrh2b
17393,hsf4,hsf4
17394,hunk,hunk
17395,ifngr1,ifngr1
17396,igfbp1b,igfbp1b
17397,igsf10,igsf10
17398,igsf21b,igsf21b
17399,il13,il13
17400,impdh1a,impdh1a
17401,itga2.2,itga2.2
17402,itih2,itih2
17403,jac2,jac2
17404,jazf1a,jazf1a
17405,kcnf1a,kcnf1a
17406,kcnip3b,kcnip3b
17407,kcnj2a,kcnj2a
17408,kctd7,kctd7
17409,kctd9b,kctd9b
17410,klc1a,klc1a
17411,klhl35,klhl35
17412,kmo,kmo
17413,ldlrad4a,ldlrad4a
17414,lhx8a,lhx8a
17415,lrrc10,lrrc10
17416,malrd1,malrd1
17417,man2a1,man2a1
17418,map3k12,map3k12
17419,map6a,map6a
17420,matk,matk
17421,mcoln1b,mcoln1b
17422,mctp1a,mctp1a
17423,mctp2a,mctp2a
17424,mgea5l,mgea5l
17425,mid1,mid1
17426,ms4a17a.1,ms4a17a.1
17427,ms4a17a.6,ms4a17a.6
17428,mul1b,mul1b
17429,mybpha,mybpha
17430,myh11b,myh11b
17431,nanos3,nanos3
17432,napbb,napbb
17433,nceh1b.1,nceh1b.1
17434,ndufs8b,ndufs8b
17435,nr1d1,nr1d1
17436,nr1d4b,nr1d4b
17437,nt5c1ba,nt5c1ba
17438,nt5c1bb,nt5c1bb
17439,ntrk2a,ntrk2a
17440,nyap2a,nyap2a
17441,oafa,oafa
17442,onecutl,onecutl
17443,opn6a,opn6a
17444,or118-2,or118-2
17445,orai2,orai2
17446,pappaa,pappaa
17447,pax1a,pax1a
17448,pcdh1g22,pcdh1g22
17449,pcdh1g30,pcdh1g30
17450,pcyt1ba,pcyt1ba
17451,pde6c,pde6c
17452,pde6gb,pde6gb
17453,pgap1,pgap1
17454,phf11,phf11
17455,pias4b,pias4b
17456,pid1,pid1
17457,pik3c2g,pik3c2g
17458,pimr178,pimr178
17459,pkz,pkz
17460,pla2g12b,pla2g12b
17461,plp1b,plp1b
17462,plscr3a,plscr3a
17463,polr3g,polr3g
17464,postna,postna
17465,ppp2r2bb,ppp2r2bb
17466,ppp2r5b,ppp2r5b
17467,prdm1b,prdm1b
17468,prkcq,prkcq
17469,prkg1b,prkg1b
17470,prl,prl
17471,prlra,prlra
17472,prrt2,prrt2
17473,psmb11b,psmb11b
17474,ptger4c,ptger4c
17475,ptgir,ptgir
17476,pthlha,pthlha
17477,ptprq,ptprq
17478,rab3da,rab3da
17479,rap1gap2b,rap1gap2b
17480,rgs6,rgs6
17481,rhbdf1b,rhbdf1b
17482,rln1,rln1
17483,rnf167,rnf167
17484,rnf19b,rnf19b
17485,rnf212,rnf212
17486,rp1l1b,rp1l1b
17487,rpp25b,rpp25b
17488,rsad1,rsad1
17489,rxfp3.2b,rxfp3.2b
17490,satb2,satb2
17491,sc:d189,scd189
17492,scn12ab,scn12ab
17493,scn1lab,scn1lab
17494,sema4aa,sema4aa
17495,sema6bb,sema6bb
17496,sh3pxd2ab,sh3pxd2ab
17497,si:cabz01059983.1,sicabz01059983.1
17498,si:ch211-106h4.5,sich211106h4.5
17499,si:ch211-113d22.2,sich211113d22.2
17500,si:ch211-114m9.1,sich211114m9.1
17501,si:ch211-129p6.2,sich211129p6.2
17502,si:ch211-133n4.7,sich211133n4.7
17503,si:ch211-139g16.8,sich211139g16.8
17504,si:ch211-151h10.2,sich211151h10.2
17505,si:ch211-155k24.1,sich211155k24.1
17506,si:ch211-163l21.11,sich211163l21.11
17507,si:ch211-167j9.5,sich211167j9.5
17508,si:ch211-170d8.8,sich211170d8.8
17509,si:ch211-173a9.7,sich211173a9.7
17510,si:ch211-182d3.1,sich211182d3.1
17511,si:ch211-193k19.1,sich211193k19.1
17512,si:ch211-196f2.7,sich211196f2.7
17513,si:ch211-196g2.4,sich211196g2.4
17514,si:ch211-1a19.3,sich2111a19.3
17515,si:ch211-214b16.3,sich211214b16.3
17516,si:ch211-215a10.4,sich211215a10.4
17517,si:ch211-226h8.11,sich211226h8.11
17518,si:ch211-226h8.15,sich211226h8.15
17519,si:ch211-229b6.1,sich211229b6.1
17520,si:ch211-235i11.7,sich211235i11.7
17521,si:ch211-235m3.5,sich211235m3.5
17522,si:ch211-243o19.4,sich211243o19.4
17523,si:ch211-252f13.5,sich211252f13.5
17524,si:ch211-255p10.4,sich211255p10.4
17525,si:ch211-257p13.3,sich211257p13.3
17526,si:ch211-260e23.8,sich211260e23.8
17527,si:ch211-263p13.7,sich211263p13.7
17528,si:ch211-282j17.2,sich211282j17.2
17529,si:ch211-59p23.1,sich21159p23.1
17530,si:ch211-66i15.4,sich21166i15.4
17531,si:ch211-73m21.1,sich21173m21.1
17532,si:ch73-190f9.4,sich73190f9.4
17533,si:ch73-194c23.1,sich73194c23.1
17534,si:ch73-206d17.1,sich73206d17.1
17535,si:ch73-21k16.5,sich7321k16.5
17536,si:ch73-223f5.1,sich73223f5.1
17537,si:ch73-244f7.3,sich73244f7.3
17538,si:ch73-261i21.5,sich73261i21.5
17539,si:ch73-288o11.4,sich73288o11.4
17540,si:ch73-299h12.4,sich73299h12.4
17541,si:ch73-36p18.1,sich7336p18.1
17542,si:ch73-381f5.2,sich73381f5.2
17543,si:ch73-40a2.1,sich7340a2.1
17544,si:dkey-117a8.4,sidkey117a8.4
17545,si:dkey-148a17.5,sidkey148a17.5
17546,si:dkey-14o18.1,sidkey14o18.1
17547,si:dkey-183j2.10,sidkey183j2.10
17548,si:dkey-1b17.1,sidkey1b17.1
17549,si:dkey-1b17.5,sidkey1b17.5
17550,si:dkey-201i24.6,sidkey201i24.6
17551,si:dkey-204a24.11,sidkey204a24.11
17552,si:dkey-219e20.2,sidkey219e20.2
17553,si:dkey-223p19.1,sidkey223p19.1
17554,si:dkey-234i14.3,sidkey234i14.3
17555,si:dkey-238d18.3,sidkey238d18.3
17556,si:dkey-239b22.2,sidkey239b22.2
17557,si:dkey-246i14.3,sidkey246i14.3
17558,si:dkey-246j6.1,sidkey246j6.1
17559,si:dkey-249p7.4,sidkey249p7.4
17560,si:dkey-253d23.11,sidkey253d23.11
17561,si:dkey-258f14.2,sidkey258f14.2
17562,si:dkey-264d12.4,sidkey264d12.4
17563,si:dkey-265e15.5,sidkey265e15.5
17564,si:dkey-27j5.5,sidkey27j5.5
17565,si:dkey-280e8.1,sidkey280e8.1
17566,si:dkey-30c15.13,sidkey30c15.13
17567,si:dkey-40c11.1,sidkey40c11.1
17568,si:dkey-42l23.4,sidkey42l23.4
17569,si:dkey-4c15.12,sidkey4c15.12
17570,si:dkey-4c15.16,sidkey4c15.16
17571,si:dkey-4c23.3,sidkey4c23.3
17572,si:dkey-69c1.1,sidkey69c1.1
17573,si:dkey-71l4.4,sidkey71l4.4
17574,si:dkey-72l14.3,sidkey72l14.3
17575,si:dkey-86e18.2,sidkey86e18.2
17576,si:dkey-86l18.10,sidkey86l18.10
17577,si:dkey-94e7.2,sidkey94e7.2
17578,si:dkey-94l16.4,sidkey94l16.4
17579,si:dkey-97m3.1,sidkey97m3.1
17580,si:dkeyp-46h3.3,sidkeyp46h3.3
17581,si:dkeyp-81f3.4,sidkeyp81f3.4
17582,skila,skila
17583,slc10a4,slc10a4
17584,slc13a1,slc13a1
17585,slc22a13a,slc22a13a
17586,slc22a4,slc22a4
17587,slc22a6l,slc22a6l
17588,slc25a32b,slc25a32b
17589,slc2a15b,slc2a15b
17590,slc2a3a,slc2a3a
17591,slc2a8,slc2a8
17592,slc34a1a,slc34a1a
17593,slc35a1,slc35a1
17594,slc39a4,slc39a4
17595,slc41a2b,slc41a2b
17596,slc6a6b,slc6a6b
17597,snn,snn
17598,sntg2,sntg2
17599,socs9,socs9
17600,spdya,spdya
17601,spp2,spp2
17602,sprn,sprn
17603,stc1l,stc1l
17604,strip2,strip2
17605,stx7l,stx7l
17606,sumo2a,sumo2a
17607,sv2,sv2
17608,swap70a,swap70a
17609,syn2a,syn2a
17610,syngr3b,syngr3b
17611,sypl1,sypl1
17612,syt9b,syt9b
17613,tac1,tac1
17614,tbc1d24,tbc1d24
17615,tbc1d32,tbc1d32
17616,tbc1d9,tbc1d9
17617,tbx4,tbx4
17618,tex11,tex11
17619,tfr2,tfr2
17620,th2,th2
17621,tiam2b,tiam2b
17622,tmem168a,tmem168a
17623,tmem169b,tmem169b
17624,tmem173,tmem173
17625,tmem176l.2,tmem176l.2
17626,tmem254,tmem254
17627,tnni4a,tnni4a
17628,tor4ab,tor4ab
17629,traf3,traf3
17630,tshr,tshr
17631,ttbk2a,ttbk2a
17632,ubash3bb,ubash3bb
17633,ugp2a,ugp2a
17634,ugt5b5,ugt5b5
17635,ulk3,ulk3
17636,unc119.2,unc119.2
17637,vegfbb,vegfbb
17638,veph1,veph1
17639,vgll3,vgll3
17640,vtnb,vtnb
17641,vwa10.2,vwa10.2
17642,wdr27,wdr27
17643,whrnb,whrnb
17644,wnt10b,wnt10b
17645,wscd2,wscd2
17646,xylt2,xylt2
