X,orig_gene,proc_gene
5550,CR792454.1,CR792454.1
5551,CR812468.1,CR812468.1
5552,CR812469.1,CR812469.1
5553,CR812470.2,CR812470.2
5554,CR812472.1,CR812472.1
5555,CR812481.1,CR812481.1
5556,CR812832.1,CR812832.1
5557,CR846082.1,CR846082.1
5558,CR846087.1,CR846087.1
5560,CR846087.3,CR846087.3
5562,CR847503.1,CR847503.1
5563,CR847503.2,CR847503.2
5564,CR847509.1,CR847509.1
5565,CR847523.1,CR847523.1
5566,CR847530.1,CR847530.1
5567,CR847530.2,CR847530.2
5568,CR847531.1,CR847531.1
5569,CR847534.1,CR847534.1
5570,CR847537.1,CR847537.1
5571,CR847543.1,CR847543.1
5572,CR847543.2,CR847543.2
5573,CR847545.1,CR847545.1
5574,CR847563.1,CR847563.1
5575,CR847563.2,CR847563.2
5576,CR847566.1,CR847566.1
5577,CR847571.1,CR847571.1
5578,CR847785.1,CR847785.1
5579,CR847793.1,CR847793.1
5580,CR847803.1,CR847803.1
5581,CR847844.1,CR847844.1
5582,CR847844.2,CR847844.2
5583,CR847850.1,CR847850.1
5584,CR847870.1,CR847870.1
5585,CR847887.1,CR847887.1
5586,CR847895.1,CR847895.1
5587,CR847897.1,CR847897.1
5588,CR847898.1,CR847898.1
5589,CR847898.2,CR847898.2
5590,CR847898.4,CR847898.4
5591,CR847899.2,CR847899.2
5592,CR847923.1,CR847923.1
5593,CR847936.1,CR847936.1
5594,CR847939.1,CR847939.1
5595,CR847944.1,CR847944.1
5596,CR847944.2,CR847944.2
5597,CR847947.1,CR847947.1
5598,CR847953.1,CR847953.1
5599,CR847968.1,CR847968.1
5600,CR847970.1,CR847970.1
5601,CR847971.1,CR847971.1
5602,CR847983.1,CR847983.1
5603,CR847984.1,CR847984.1
5604,CR847994.1,CR847994.1
5605,CR847998.1,CR847998.1
5606,CR848025.1,CR848025.1
5607,CR848025.2,CR848025.2
5608,CR848032.1,CR848032.1
5610,CR848047.1,CR848047.1
5611,CR848665.1,CR848665.1
5612,CR848667.1,CR848667.1
5613,CR848667.2,CR848667.2
5614,CR848683.1,CR848683.1
5615,CR848683.2,CR848683.2
5616,CR848705.1,CR848705.1
5617,CR848705.2,CR848705.2
5618,CR848715.1,CR848715.1
5619,CR848723.1,CR848723.1
5620,CR848736.1,CR848736.1
5621,CR848741.1,CR848741.1
5622,CR848742.1,CR848742.1
5623,CR848746.1,CR848746.1
5624,CR848749.2,CR848749.2
5625,CR848759.1,CR848759.1
5626,CR848784.4,CR848784.4
5627,CR848788.1,CR848788.1
5628,CR848788.2,CR848788.2
5629,CR848791.1,CR848791.1
5630,CR848791.2,CR848791.2
5631,CR848791.3,CR848791.3
5632,CR848812.1,CR848812.1
5633,CR848833.1,CR848833.1
5634,CR848840.1,CR848840.1
5635,CR848841.1,CR848841.1
5636,CR848844.1,CR848844.1
5637,CR854827.2,CR854827.2
5638,CR854827.3,CR854827.3
5639,CR854829.1,CR854829.1
5640,CR854832.1,CR854832.1
5641,CR854838.1,CR854838.1
5642,CR854839.1,CR854839.1
5643,CR854897.2,CR854897.2
5644,CR854927.1,CR854927.1
5645,CR854927.2,CR854927.2
5646,CR854927.3,CR854927.3
5647,CR854927.4,CR854927.4
5648,CR854941.1,CR854941.1
5649,CR854964.1,CR854964.1
5650,CR854965.2,CR854965.2
5651,CR854980.1,CR854980.1
5652,CR854981.1,CR854981.1
5653,CR854988.1,CR854988.1
5654,CR854989.1,CR854989.1
5655,CR855123.1,CR855123.1
5656,CR855257.1,CR855257.1
5657,CR855257.2,CR855257.2
5658,CR855277.2,CR855277.2
5659,CR855277.3,CR855277.3
5660,CR855300.1,CR855300.1
5661,CR855306.1,CR855306.1
5662,CR855311.1,CR855311.1
5663,CR855311.2,CR855311.2
5664,CR855311.4,CR855311.4
5665,CR855311.5,CR855311.5
5666,CR855318.1,CR855318.1
5667,CR855320.3,CR855320.3
5668,CR855328.1,CR855328.1
5669,CR855337.1,CR855337.1
5670,CR855375.1,CR855375.1
5671,CR855379.1,CR855379.1
5672,CR855379.3,CR855379.3
5673,CR855389.1,CR855389.1
5674,CR855389.2,CR855389.2
5675,CR855393.1,CR855393.1
5676,CR855860.1,CR855860.1
5677,CR855860.2,CR855860.2
5678,CR855865.1,CR855865.1
5679,CR855996.2,CR855996.2
5680,CR925709.1,CR925709.1
5681,CR925709.2,CR925709.2
5682,CR925709.3,CR925709.3
5683,CR925713.1,CR925713.1
5684,CR925719.1,CR925719.1
5685,CR925723.1,CR925723.1
5686,CR925723.3,CR925723.3
5687,CR925728.1,CR925728.1
5688,CR925728.2,CR925728.2
5689,CR925728.3,CR925728.3
5690,CR925737.1,CR925737.1
5691,CR925744.1,CR925744.1
5692,CR925756.1,CR925756.1
5693,CR925761.1,CR925761.1
5694,CR925761.3,CR925761.3
5695,CR925761.4,CR925761.4
5696,CR925763.1,CR925763.1
5697,CR925768.1,CR925768.1
5698,CR925773.1,CR925773.1
5699,CR925777.1,CR925777.1
5700,CR925797.1,CR925797.1
5701,CR925798.1,CR925798.1
5702,CR925804.1,CR925804.1
5703,CR925817.1,CR925817.1
5704,CR925879.1,CR925879.1
5705,CR926130.1,CR926130.1
5706,CR926130.2,CR926130.2
5707,CR926463.1,CR926463.1
5708,CR926464.1,CR926464.1
5709,CR926469.1,CR926469.1
5710,CR927215.1,CR927215.1
5711,CR927456.1,CR927456.1
5712,CR931763.1,CR931763.1
5713,CR931780.1,CR931780.1
5714,CR931782.1,CR931782.1
5715,CR931782.2,CR931782.2
5716,CR931802.2,CR931802.2
5717,CR931802.3,CR931802.3
5718,CR931802.4,CR931802.4
5719,CR931813.1,CR931813.1
5720,CR931813.2,CR931813.2
5721,CR931980.1,CR931980.1
5722,CR932000.1,CR932000.1
5723,CR932077.1,CR932077.1
5724,CR932360.1,CR932360.1
5725,CR932360.2,CR932360.2
5726,CR932362.1,CR932362.1
5727,CR932364.1,CR932364.1
5728,CR932983.1,CR932983.1
5729,CR932999.1,CR932999.1
5730,CR933528.1,CR933528.1
5731,CR933559.1,CR933559.1
5732,CR933730.1,CR933730.1
5733,CR933734.1,CR933734.1
5734,CR933734.2,CR933734.2
5735,CR933791.1,CR933791.1
5736,CR933791.2,CR933791.2
5737,CR933812.1,CR933812.1
5738,CR933839.1,CR933839.1
5739,CR936249.1,CR936249.1
5741,CR936321.1,CR936321.1
5742,CR936363.1,CR936363.1
5743,CR936403.1,CR936403.1
5744,CR936408.1,CR936408.1
5745,CR936408.2,CR936408.2
5746,CR936416.1,CR936416.1
5747,CR936442.1,CR936442.1
5748,CR936459.1,CR936459.1
5749,CR936462.1,CR936462.1
5750,CR936482.1,CR936482.1
5751,CR936518.1,CR936518.1
5752,CR936518.2,CR936518.2
5753,CR936540.1,CR936540.1
5754,CR936968.1,CR936968.1
5755,CR936975.1,CR936975.1
5756,CR936977.2,CR936977.2
5757,CR944667.1,CR944667.1
5758,CR944667.3,CR944667.3
5759,CR954285.1,CR954285.1
5760,CR954963.1,CR954963.1
5761,CR956623.1,CR956623.1
5762,CR974456.1,CR974456.1
5763,CR974461.1,CR974461.1
5764,CR974475.1,CR974475.1
5765,crabp1a,crabp1a
5766,crabp1b,crabp1b
5767,crabp2a,crabp2a
5768,crabp2b,crabp2b
5769,CRACR2A,CRACR2A
5770,cracr2ab,cracr2ab
5771,cracr2b,cracr2b
5772,cradd,cradd
5773,cramp1,cramp1
5774,crata,crata
5775,cratb,cratb
5776,crb1,crb1
5777,crb2a,crb2a
5778,crb3a,crb3a
5779,crb3b,crb3b
5780,crbn,crbn
5781,crcp,crcp
5782,creb1a,creb1a
5783,creb1b,creb1b
5784,creb3l1,creb3l1
5785,creb3l2,creb3l2
5786,creb3l3a,creb3l3a
5787,creb3l3b,creb3l3b
5788,creb3l3l,creb3l3l
5789,creb5a,creb5a
5790,crebbpa,crebbpa
5791,crebbpb,crebbpb
5792,crebl2,crebl2
5793,crebrf,crebrf
5794,crebzf,crebzf
5795,creg1,creg1
5796,creg2,creg2
5797,creld1a,creld1a
5798,creld1b,creld1b
5799,creld2,creld2
5800,crema,crema
5801,cremb,cremb
5802,crfb1,crfb1
5803,crfb12,crfb12
5804,crfb15,crfb15
5805,crfb16,crfb16
5806,crfb2,crfb2
5807,crha,crha
5808,crhb,crhb
5809,crhbp,crhbp
5810,crhr1,crhr1
5811,crim1,crim1
5812,crip1,crip1
5813,crip2,crip2
5814,crip3,crip3
5815,cript,cript
5816,crispld1a,crispld1a
5817,crispld1b,crispld1b
5818,crispld2,crispld2
5819,crk,crk
5820,crkl,crkl
5821,crlf1a,crlf1a
5822,crlf3,crlf3
5823,crls1,crls1
5824,crmp1,crmp1
5825,crnkl1,crnkl1
5826,crocc2,crocc2
5827,crot,crot
5828,crp1,crp1
5829,crp2,crp2
5830,crp3,crp3
5831,crp6,crp6
5832,crp7,crp7
5833,crsp7,crsp7
5834,crtac1a,crtac1a
5835,crtap,crtap
5836,crtc1a,crtc1a
5837,crtc1b,crtc1b
5838,crtc2,crtc2
5839,crtc3,crtc3
5840,crx,crx
5841,cry-dash,cry-dash
5842,cry1aa,cry1aa
5843,cry1ab,cry1ab
5844,cry1ba,cry1ba
5845,cry1bb,cry1bb
5846,cry2,cry2
5847,cry4,cry4
5848,cry5,cry5
5849,cryabb,cryabb
5850,cryba1a,cryba1a
5851,cryba1b,cryba1b
5852,cryba1l1,cryba1l1
5853,cryba1l2,cryba1l2
5854,cryba2a,cryba2a
5855,cryba2b,cryba2b
5856,cryba4,cryba4
5857,crybb1,crybb1
5858,crybb1l1,crybb1l1
5859,crybb1l2,crybb1l2
5860,crybb1l3,crybb1l3
5861,crybb2,crybb2
5862,crybb3,crybb3
5863,crybg1a,crybg1a
5864,crybg1b,crybg1b
5865,crybgx,crybgx
5866,crygm2d1,crygm2d1
5867,crygm2d12,crygm2d12
5868,crygm2d14,crygm2d14
5869,crygm2d16,crygm2d16
5870,crygm2d18,crygm2d18
5871,crygm2d2,crygm2d2
5872,crygm2d20,crygm2d20
5873,crygm2d3,crygm2d3
5874,crygm2d6,crygm2d6
5875,crygm2d8,crygm2d8
5876,crygm2f,crygm2f
5877,crygm3,crygm3
5878,crygm4,crygm4
5879,crygm5,crygm5
5880,crygm6,crygm6
5882,crygmx,crygmx
5883,crygmxl1,crygmxl1
5884,crygmxl2,crygmxl2
5885,crygn1,crygn1
5886,crygn2,crygn2
5887,crygs1,crygs1
5888,crygs2,crygs2
5889,crygs3,crygs3
5890,crygs4,crygs4
5891,cryl1,cryl1
5892,crym,crym
5893,cryz,cryz
5894,cryzl1,cryzl1
5895,cs,cs
5896,csad,csad
5897,CSDC2,CSDC2
5898,csdc2a,csdc2a
5899,csde1,csde1
5900,cse1l,cse1l
5901,csf1a,csf1a
5902,csf1ra,csf1ra
5903,csf1rb,csf1rb
5904,csf2rb,csf2rb
5905,csf3a,csf3a
5906,csf3b,csf3b
5907,csf3r,csf3r
5908,csgalnact1a,csgalnact1a
5909,csgalnact1b,csgalnact1b
5910,csgalnact2,csgalnact2
5911,csk,csk
5912,cskl,cskl
5913,CSKMT,CSKMT
5914,csmd1a,csmd1a
5915,csmd2,csmd2
5916,CSMD3,CSMD3
5917,csnk1a1,csnk1a1
5918,csnk1da,csnk1da
5919,csnk1db,csnk1db
5920,csnk1e,csnk1e
5921,csnk1g1,csnk1g1
5922,csnk1g2a,csnk1g2a
5923,csnk1g2b,csnk1g2b
5924,csnk2a1,csnk2a1
5925,csnk2a2a,csnk2a2a
5926,csnk2a2b,csnk2a2b
5927,csnk2a4,csnk2a4
5928,csnk2b,csnk2b
5929,cspg4,cspg4
5930,cspg5a,cspg5a
5931,cspg5b,cspg5b
5932,cspp1a,cspp1a
5933,cspp1b,cspp1b
5934,csrnp1a,csrnp1a
5935,csrnp1b,csrnp1b
5936,csrnp2,csrnp2
5937,CSRNP3,CSRNP3
5938,csrp1a,csrp1a
5939,csrp3,csrp3
5940,cst14a.1,cst14a.1
5941,cst14a.2,cst14a.2
5942,cst14b.1,cst14b.1
5943,cst14b.2,cst14b.2
5944,cst3,cst3
5945,cstf1,cstf1
5946,cstf2,cstf2
5947,cstf3,cstf3
5948,CT009487.2,CT009487.2
5949,CT009596.1,CT009596.1
5950,CT009597.1,CT009597.1
5951,CT009620.1,CT009620.1
5952,CT009714.1,CT009714.1
5953,CT009745.1,CT009745.1
5954,CT025585.1,CT025585.1
5955,CT025588.1,CT025588.1
5956,CT025588.2,CT025588.2
5957,CT025651.1,CT025651.1
5958,CT025669.1,CT025669.1
5959,CT025690.1,CT025690.1
5960,CT025742.1,CT025742.1
5961,CT025745.1,CT025745.1
5962,CT025748.1,CT025748.1
5963,CT025771.1,CT025771.1
5964,CT025776.1,CT025776.1
5965,CT025776.2,CT025776.2
5966,CT025854.1,CT025854.1
5967,CT025875.1,CT025875.1
5968,CT025897.1,CT025897.1
5969,CT025909.1,CT025909.1
5970,CT025909.2,CT025909.2
5971,CT025912.1,CT025912.1
5972,CT025913.1,CT025913.1
5973,CT027551.1,CT027551.1
5974,CT027582.1,CT027582.1
5975,CT027582.2,CT027582.2
5976,CT027583.1,CT027583.1
5977,CT027583.2,CT027583.2
5978,CT027609.1,CT027609.1
5979,CT027611.1,CT027611.1
5980,CT027623.1,CT027623.1
5981,CT027631.1,CT027631.1
5982,CT027674.1,CT027674.1
5983,CT027702.1,CT027702.1
5984,CT027704.1,CT027704.1
5985,CT027744.2,CT027744.2
5986,CT027756.3,CT027756.3
5987,CT027801.1,CT027801.1
5988,CT027801.2,CT027801.2
5989,CT027815.1,CT027815.1
5990,CT027825.1,CT027825.1
5991,CT027980.1,CT027980.1
5992,CT027989.1,CT027989.1
5993,CT030005.2,CT030005.2
5994,CT030017.2,CT030017.2
5995,CT030129.1,CT030129.1
5996,CT030144.1,CT030144.1
5997,CT030153.1,CT030153.1
5998,CT030188.1,CT030188.1
5999,CT030712.1,CT030712.1
6000,CT033796.1,CT033796.1
6001,CT033825.1,CT033825.1
6002,CT033842.1,CT033842.1
6003,CT476811.1,CT476811.1
6004,CT573003.1,CT573003.1
6005,CT573006.1,CT573006.1
6006,CT573048.1,CT573048.1
6007,CT573103.1,CT573103.1
6008,CT573103.2,CT573103.2
6009,CT573133.1,CT573133.1
6010,CT573133.2,CT573133.2
6011,CT573139.1,CT573139.1
6012,CT573139.2,CT573139.2
6013,CT573148.1,CT573148.1
6014,CT573157.1,CT573157.1
6015,CT573163.1,CT573163.1
6016,CT573178.1,CT573178.1
6017,CT573204.1,CT573204.1
6018,CT573231.1,CT573231.1
6019,CT573234.1,CT573234.1
6020,CT573239.1,CT573239.1
6021,CT573245.1,CT573245.1
6022,CT573248.1,CT573248.1
6023,CT573256.1,CT573256.1
6024,CT573263.1,CT573263.1
6025,CT573279.1,CT573279.1
6027,CT573316.1,CT573316.1
6028,CT573316.2,CT573316.2
6029,CT573342.1,CT573342.1
6030,CT573342.2,CT573342.2
6031,CT573344.1,CT573344.1
6032,CT573366.1,CT573366.1
6033,CT573383.1,CT573383.1
6034,CT573392.1,CT573392.1
6035,CT573408.1,CT573408.1
6036,CT573429.1,CT573429.1
6037,CT573429.2,CT573429.2
6038,CT573433.1,CT573433.1
6039,CT573467.1,CT573467.1
6040,CT573476.1,CT573476.1
6041,CT573484.1,CT573484.1
6042,CT573787.1,CT573787.1
6043,CT573793.1,CT573793.1
6044,CT573793.2,CT573793.2
6045,CT573793.3,CT573793.3
6046,CT573799.2,CT573799.2
6047,CT573817.1,CT573817.1
6048,CT574585.1,CT574585.1
6049,CT574585.2,CT574585.2
6050,CT583625.5,CT583625.5
6051,CT583642.1,CT583642.1
6053,CT583646.1,CT583646.1
6054,CT583646.2,CT583646.2
6055,CT583650.1,CT583650.1
6056,CT583651.1,CT583651.1
6057,CT583651.2,CT583651.2
6058,CT583672.1,CT583672.1
6059,CT583687.1,CT583687.1
6060,CT583690.1,CT583690.1
6061,CT583708.1,CT583708.1
6062,CT583723.2,CT583723.2
6063,CT583726.2,CT583726.2
6064,CT583727.1,CT583727.1
6065,CT583728.12,CT583728.12
6066,CT583728.14,CT583728.14
6067,CT583728.23,CT583728.23
6068,CT583728.4,CT583728.4
6069,CT737123.1,CT737123.1
6070,CT737127.1,CT737127.1
6071,CT737129.1,CT737129.1
6072,CT737162.1,CT737162.1
6073,CT737184.1,CT737184.1
6074,CT737190.1,CT737190.1
6075,CT737190.2,CT737190.2
6076,CT737196.1,CT737196.1
6077,CT737210.1,CT737210.1
6078,CT867948.1,CT867948.1
6079,CT867973.2,CT867973.2
6080,CT868708.1,CT868708.1
6081,CT954240.1,CT954240.1
6082,CT955963.1,CT955963.1
6083,CT955967.1,CT955967.1
6084,CT955996.1,CT955996.1
6085,CT956002.2,CT956002.2
6086,CT956055.1,CT956055.1
6087,CT956093.1,CT956093.1
6088,CT978957.2,CT978957.2
6089,CT990561.1,CT990561.1
6090,CT990561.2,CT990561.2
6091,CT990567.1,CT990567.1
6092,CT990567.2,CT990567.2
6093,CT990618.1,CT990618.1
6094,CT990625.1,CT990625.1
6095,CT997819.1,CT997819.1
6096,CT997819.2,CT997819.2
6097,CT997819.3,CT997819.3
6098,CT998556.1,CT998556.1
6099,ctbp1,ctbp1
6100,ctbp2a,ctbp2a
6101,ctbs,ctbs
6102,ctc1,ctc1
6103,ctcf,ctcf
6104,ctdnep1a,ctdnep1a
6105,ctdnep1b,ctdnep1b
6106,ctdp1,ctdp1
6107,ctdsp1,ctdsp1
6108,ctdsp2,ctdsp2
6109,ctdspl2a,ctdspl2a
6110,ctdspl2b,ctdspl2b
6111,ctdspl3,ctdspl3
6112,ctdspla,ctdspla
6113,ctdsplb,ctdsplb
6114,ctgfa,ctgfa
6115,ctgfb,ctgfb
6116,cth,cth
6117,cth1,cth1
6118,cthl,cthl
6119,cthrc1a,cthrc1a
6120,cthrc1b,cthrc1b
6121,ctif,ctif
6122,ctnna1,ctnna1
6123,ctnna2,ctnna2
6124,ctnnal1,ctnnal1
6125,ctnnb1,ctnnb1
6126,ctnnbip1,ctnnbip1
6127,ctnnbl1,ctnnbl1
6128,ctnnd1,ctnnd1
6129,ctnnd2b,ctnnd2b
6130,ctns,ctns
6131,ctps1a,ctps1a
6132,ctps1b,ctps1b
6133,ctr9,ctr9
6134,ctrb1,ctrb1
6135,ctrl,ctrl
6136,cts12,cts12
6137,ctsa,ctsa
6138,ctsba,ctsba
6139,ctsbb,ctsbb
6140,ctsc,ctsc
6141,ctsd,ctsd
6142,ctsf,ctsf
6143,ctsh,ctsh
6144,ctsk,ctsk
6145,ctsl.1,ctsl.1
6146,ctsla,ctsla
6147,ctslb,ctslb
6148,ctsll,ctsll
6149,ctso,ctso
6150,ctss1,ctss1
6151,ctss2.1,ctss2.1
6152,ctss2.2,ctss2.2
6153,ctsz,ctsz
6154,cttn,cttn
6155,cttnbp2,cttnbp2
6156,cttnbp2nla,cttnbp2nla
6157,cttnbp2nlb,cttnbp2nlb
6158,ctu1,ctu1
6159,ctu2,ctu2
6160,ctxn2,ctxn2
6161,ctxn3,ctxn3
6162,CU013526.1,CU013526.1
6163,CU019562.2,CU019562.2
6164,CU019562.3,CU019562.3
6165,CU019624.1,CU019624.1
6166,CU019646.1,CU019646.1
6167,CU019647.1,CU019647.1
6168,CU019662.1,CU019662.1
6169,CU019663.1,CU019663.1
6170,CU024870.1,CU024870.1
6172,CU041319.1,CU041319.1
6173,CU041319.2,CU041319.2
6174,CU041363.1,CU041363.1
6175,CU062454.1,CU062454.1
6176,CU062487.1,CU062487.1
6177,CU062501.1,CU062501.1
6178,CU062501.2,CU062501.2
6179,CU062628.1,CU062628.1
6180,CU062632.1,CU062632.1
6181,CU062633.1,CU062633.1
6182,CU062645.1,CU062645.1
6183,CU074310.1,CU074310.1
6184,CU074419.1,CU074419.1
6185,CU074419.2,CU074419.2
6186,CU074421.1,CU074421.1
6187,CU075735.1,CU075735.1
6188,CU075735.2,CU075735.2
6189,CU076099.1,CU076099.1
6190,CU104709.1,CU104709.1
6191,CU104743.1,CU104743.1
6192,CU104777.1,CU104777.1
6193,CU104782.1,CU104782.1
6194,CU137645.1,CU137645.1
6195,CU137648.2,CU137648.2
6196,CU137680.1,CU137680.1
6197,CU137680.2,CU137680.2
6198,CU137681.3,CU137681.3
6199,CU138509.1,CU138509.1
6200,CU138515.1,CU138515.1
6201,CU138533.2,CU138533.2
6202,CU138542.1,CU138542.1
6203,CU138542.2,CU138542.2
6204,CU138548.5,CU138548.5
6205,CU138553.1,CU138553.1
6206,CU151886.1,CU151886.1
6207,CU179643.1,CU179643.1
6208,CU179656.1,CU179656.1
6209,CU179656.2,CU179656.2
6210,CU179702.2,CU179702.2
6211,CU179756.1,CU179756.1
6212,CU179757.1,CU179757.1
6213,CU179758.1,CU179758.1
6214,CU179759.1,CU179759.1
6215,CU179759.2,CU179759.2
6216,CU182107.1,CU182107.1
6217,CU182107.2,CU182107.2
6218,CU182823.1,CU182823.1
6219,CU182823.2,CU182823.2
6220,CU182823.3,CU182823.3
6221,CU182823.4,CU182823.4
6222,CU207217.1,CU207217.1
6223,CU207221.1,CU207221.1
6224,CU207221.2,CU207221.2
6225,CU207241.1,CU207241.1
6226,CU207245.1,CU207245.1
6227,CU207275.1,CU207275.1
6228,CU207281.1,CU207281.1
6229,CU207281.2,CU207281.2
6230,CU207281.3,CU207281.3
6231,CU207301.1,CU207301.1
6232,CU207301.2,CU207301.2
6233,CU207301.3,CU207301.3
6234,CU207343.1,CU207343.1
6235,CU207354.1,CU207354.1
6236,CU210890.1,CU210890.1
6237,CU210919.1,CU210919.1
6238,CU234171.1,CU234171.1
6239,CU278559.1,CU278559.1
6240,CU280645.1,CU280645.1
6241,CU302200.1,CU302200.1
6242,CU302316.1,CU302316.1
6243,CU302321.1,CU302321.1
6244,CU306817.1,CU306817.1
6245,CU326349.1,CU326349.1
6246,CU326366.2,CU326366.2
6248,CU457778.1,CU457778.1
6249,CU457778.2,CU457778.2
6250,CU457778.3,CU457778.3
6251,CU457819.1,CU457819.1
6252,CU457819.2,CU457819.2
6253,CU457819.3,CU457819.3
6254,CU457819.4,CU457819.4
6256,CU459012.1,CU459012.1
6257,CU459012.3,CU459012.3
6258,CU459056.1,CU459056.1
6259,CU459056.2,CU459056.2
6260,CU459065.1,CU459065.1
6261,CU459089.1,CU459089.1
6262,CU459093.1,CU459093.1
6263,CU459094.2,CU459094.2
6264,CU459094.3,CU459094.3
6265,CU459145.1,CU459145.1
6266,CU459155.1,CU459155.1
6267,CU459174.1,CU459174.1
6268,CU459186.1,CU459186.1
6269,CU459186.2,CU459186.2
6270,CU459186.3,CU459186.3
6272,CU459210.1,CU459210.1
6273,CU462871.1,CU462871.1
6274,CU462878.1,CU462878.1
6275,CU462914.1,CU462914.1
6276,CU462915.1,CU462915.1
6277,CU462980.1,CU462980.1
6278,CU463033.1,CU463033.1
6279,CU463038.2,CU463038.2
6280,CU463109.1,CU463109.1
6281,CU463284.1,CU463284.1
6282,CU463284.2,CU463284.2
6283,CU464087.1,CU464087.1
6284,CU464118.1,CU464118.1
6285,CU464124.1,CU464124.1
6286,CU464134.1,CU464134.1
6287,CU464134.2,CU464134.2
6288,CU464180.1,CU464180.1
6289,CU466278.1,CU466278.1
6290,CU466285.1,CU466285.1
6291,CU466285.2,CU466285.2
6292,CU466287.1,CU466287.1
6293,CU466287.2,CU466287.2
6294,CU467042.1,CU467042.1
6295,CU467043.1,CU467043.1
6296,CU467110.1,CU467110.1
6297,CU467639.1,CU467639.1
6298,CU467646.2,CU467646.2
6299,CU467646.4,CU467646.4
6301,CU467646.6,CU467646.6
6302,CU467646.7,CU467646.7
6303,CU467655.2,CU467655.2
6304,CU467822.1,CU467822.1
6305,CU467822.2,CU467822.2
6306,CU467823.1,CU467823.1
6307,CU467837.1,CU467837.1
6308,CU467856.1,CU467856.1
6309,CU467856.3,CU467856.3
6310,CU467861.1,CU467861.1
6311,CU467880.1,CU467880.1
6312,CU467963.1,CU467963.1
6313,CU468002.1,CU468002.1
6315,CU468041.2,CU468041.2
6316,CU468164.1,CU468164.1
6317,CU468723.1,CU468723.1
6318,CU468723.2,CU468723.2
6319,CU468730.1,CU468730.1
6320,CU468826.1,CU468826.1
6321,CU468896.1,CU468896.1
6322,CU468917.1,CU468917.1
6323,CU468920.1,CU468920.1
6324,CU469104.1,CU469104.1
6325,CU469362.1,CU469362.1
6326,CU469420.2,CU469420.2
6327,CU469420.3,CU469420.3
6328,CU469493.1,CU469493.1
6329,CU469524.2,CU469524.2
6330,CU469526.1,CU469526.1
6331,CU469530.1,CU469530.1
6332,CU469530.2,CU469530.2
6334,CU469539.1,CU469539.1
6335,CU469541.1,CU469541.1
6336,CU469568.1,CU469568.1
6337,CU469568.3,CU469568.3
6338,CU469568.4,CU469568.4
6339,CU469577.1,CU469577.1
6340,CU469584.1,CU469584.1
6341,CU499311.1,CU499311.1
6342,CU499330.1,CU499330.1
6344,CU550702.1,CU550702.1
6345,CU550719.1,CU550719.1
6346,CU570682.1,CU570682.1
6347,CU570689.1,CU570689.1
6348,CU570689.2,CU570689.2
6349,CU570769.1,CU570769.1
6350,CU570769.3,CU570769.3
6351,CU570781.1,CU570781.1
6352,CU570781.3,CU570781.3
6353,CU570787.1,CU570787.1
6355,CU570881.2,CU570881.2
6356,CU570893.1,CU570893.1
6357,CU570894.1,CU570894.1
6358,CU570894.2,CU570894.2
6359,CU571061.1,CU571061.1
6360,CU571064.1,CU571064.1
6361,CU571069.1,CU571069.1
6362,CU571074.1,CU571074.1
6363,CU571079.1,CU571079.1
6364,CU571091.1,CU571091.1
6365,CU571161.1,CU571161.1
6366,CU571163.1,CU571163.1
6367,CU571169.1,CU571169.1
6368,CU571179.1,CU571179.1
6369,CU571254.1,CU571254.1
6370,CU571315.1,CU571315.1
6371,CU571315.2,CU571315.2
6372,CU571315.3,CU571315.3
6373,CU571318.1,CU571318.1
6374,CU571319.1,CU571319.1
6375,CU571319.2,CU571319.2
6376,CU571324.1,CU571324.1
6377,CU571336.1,CU571336.1
6378,CU571384.1,CU571384.1
6379,CU595864.1,CU595864.1
6380,CU627988.1,CU627988.1
6381,CU628002.1,CU628002.1
6382,CU633478.1,CU633478.1
6383,CU633479.5,CU633479.5
6384,CU633479.6,CU633479.6
6385,CU633745.1,CU633745.1
6386,CU633804.1,CU633804.1
6387,CU633823.1,CU633823.1
6388,CU633857.1,CU633857.1
6389,CU633933.1,CU633933.1
6390,CU633978.1,CU633978.1
6391,CU633984.1,CU633984.1
6392,CU633991.2,CU633991.2
6393,CU633999.1,CU633999.1
6394,CU633999.2,CU633999.2
6395,CU638702.1,CU638702.1
6396,CU638870.1,CU638870.1
6397,CU639397.1,CU639397.1
6398,CU639412.1,CU639412.1
6399,CU639436.1,CU639436.1
6400,CU639468.1,CU639468.1
6401,CU639469.1,CU639469.1
6402,CU640433.1,CU640433.1
6403,CU651657.1,CU651657.1
6404,CU651668.1,CU651668.1
6405,CU651669.1,CU651669.1
6406,CU652893.1,CU652893.1
6407,CU655842.1,CU655842.1
6408,CU655844.1,CU655844.1
6409,CU655845.1,CU655845.1
6410,CU655961.1,CU655961.1
6411,CU655961.2,CU655961.2
6412,CU655961.3,CU655961.3
6413,CU655961.4,CU655961.4
6414,CU657976.1,CU657976.1
6415,CU657977.1,CU657977.1
6416,CU657980.1,CU657980.1
6417,CU658285.1,CU658285.1
6418,CU659670.1,CU659670.1
6419,CU660013.2,CU660013.2
6420,CU672227.1,CU672227.1
6421,CU672228.1,CU672228.1
6422,CU672266.1,CU672266.1
6423,CU681836.1,CU681836.1
6424,CU681836.2,CU681836.2
6425,CU681841.1,CU681841.1
6426,CU681842.1,CU681842.1
6427,CU681845.1,CU681845.1
6428,CU681855.1,CU681855.1
