,orig_gene,proc_gene
888,si:ch211-127b6.2,sich211127b6.2
889,AL590152.1,AL590152.1
890,znf996,znf996
891,si:dkey-19c16.12,sidkey19c16.12
892,si:dkey-265e15.5,sidkey265e15.5
893,BX548173.2,BX548173.2
894,BX548173.1,BX548173.1
895,si:dkey-16p6.1,sidkey16p6.1
896,BX539310.1,BX539310.1
897,si:dkey-72l17.5,sidkey72l17.5
898,BX649328.1,BX649328.1
899,BX649328.2,BX649328.2
900,BX649328.3,BX649328.3
901,CR450785.1,CR450785.1
902,si:dkey-72l17.6,sidkey72l17.6
903,CR450785.11,CR450785.11
904,CR450785.15,CR450785.15
905,CR450785.7,CR450785.7
906,CR450785.21,CR450785.21
907,CR450785.8,CR450785.8
908,CR450785.12,CR450785.12
909,CR450785.19,CR450785.19
910,CR450785.5,CR450785.5
911,CR450785.20,CR450785.20
912,CR450785.2,CR450785.2
913,CR450785.18,CR450785.18
914,CR450785.9,CR450785.9
915,CR450785.3,CR450785.3
916,CR450785.16,CR450785.16
917,CR450785.23,CR450785.23
918,CR450785.14,CR450785.14
919,CR450785.6,CR450785.6
920,CR450785.13,CR450785.13
921,CR450785.10,CR450785.10
922,CR450785.22,CR450785.22
923,CR450785.4,CR450785.4
924,CR450785.17,CR450785.17
925,CR450785.24,CR450785.24
926,BX005268.1,BX005268.1
927,zgc:174698,zgc174698
928,si:dkey-16p6.1-1,sidkey16p6.1-1
929,si:dkey-265e7.1,sidkey265e7.1
930,znf1085,znf1085
931,znf1108,znf1108
932,znf1042,znf1042
933,BX324003.1,BX324003.1
934,si:dkey-16p6.1-2,sidkey16p6.1-2
935,BX324003.2,BX324003.2
936,si:dkey-26h11.2,sidkey26h11.2
937,si:dkey-26h11.1,sidkey26h11.1
938,si:dkeyp-4f2.1,sidkeyp4f2.1
939,znf1112,znf1112
940,si:dkeyp-4f2.6,sidkeyp4f2.6
941,si:ch211-162i8.4,sich211162i8.4
942,si:dkey-247i3.6,sidkey247i3.6
943,si:dkey-247i3.5,sidkey247i3.5
944,znf1000,znf1000
945,znf1055,znf1055
946,si:dkeyp-4f2.3,sidkeyp4f2.3
947,znf1090,znf1090
948,CT027578.1,CT027578.1
949,CT027578.2,CT027578.2
950,si:dkeyp-4f2.3-1,sidkeyp4f2.3-1
951,znf1065,znf1065
952,si:dkey-247i3.1,sidkey247i3.1
953,CT027801.2,CT027801.2
954,CT027801.1,CT027801.1
955,si:dkey-84h14.2,sidkey84h14.2
956,si:dkey-84h14.4,sidkey84h14.4
957,si:dkey-84h14.1,sidkey84h14.1
958,si:ch211-197f20.1,sich211197f20.1
959,AL807749.2,AL807749.2
960,AL807749.1,AL807749.1
961,znf1026,znf1026
962,si:dkey-28i19.3,sidkey28i19.3
963,CABZ01060112.2,CABZ01060112.2
964,CABZ01060112.1,CABZ01060112.1
965,CABZ01060113.1,CABZ01060113.1
966,CABZ01060113.2,CABZ01060113.2
967,si:ch211-223g7.6,sich211223g7.6
968,BX324179.1,BX324179.1
969,si:ch211-246b8.5,sich211246b8.5
970,CT025695.1,CT025695.1
971,si:ch211-246b8.1,sich211246b8.1
972,CT025695.2,CT025695.2
973,si:ch211-246b8.2,sich211246b8.2
974,CR847504.1,CR847504.1
975,si:ch211-64i20.3,sich21164i20.3
976,si:dkeyp-51g9.4,sidkeyp51g9.4
977,AL645691.2,AL645691.2
978,pimr168-1,pimr168-1
979,AL645691.3,AL645691.3
980,AL645691.1,AL645691.1
981,si:ch211-237a4.2,sich211237a4.2
982,si:dkey-146m20.13,sidkey146m20.13
983,BX901954.1,BX901954.1
984,znf985,znf985
985,CR388228.1,CR388228.1
986,si:dkey-279j5.1,sidkey279j5.1
987,si:dkey-269p2.1,sidkey269p2.1
988,si:ch211-276i6.1,sich211276i6.1
989,BX000703.1,BX000703.1
990,zgc:174698-1,zgc1746981
991,CR847906.2,CR847906.2
992,CR847906.1,CR847906.1
993,si:dkeyp-4c4.2,sidkeyp4c4.2
994,CABZ01087265.1,CABZ01087265.1
995,zgc:174653,zgc174653
996,si:dkey-176f19.7,sidkey176f19.7
997,znf1089,znf1089
998,si:dkey-176f19.4,sidkey176f19.4
999,zgc:174180,zgc174180
1000,znf1125,znf1125
1001,znf1023,znf1023
1002,si:dkey-176f19.1,sidkey176f19.1
1003,si:ch211-271g18.4,sich211271g18.4
1004,znf1109,znf1109
1005,znf1116,znf1116
1006,si:dkey-190j3.2,sidkey190j3.2
1007,si:dkey-238o14.1,sidkey238o14.1
1008,znf1149,znf1149
1009,BX649453.1,BX649453.1
1010,si:dkey-151g22.1,sidkey151g22.1
1011,BX537137.3,BX537137.3
1012,si:dkeyp-87d1.1,sidkeyp87d1.1
1013,BX537137.2,BX537137.2
1014,BX537137.1,BX537137.1
1015,BX571760.1,BX571760.1
1016,si:dkey-3p4.7,sidkey3p4.7
1017,znf973,znf973
1018,CR556708.1,CR556708.1
1019,CR556708.2,CR556708.2
1020,si:ch73-134f24.1,sich73134f24.1
1021,si:dkeyp-86c4.1,sidkeyp86c4.1
1022,si:dkey-106c17.2,sidkey106c17.2
1023,znf1102,znf1102
1024,znf1100,znf1100
1025,si:dkey-3p4.1,sidkey3p4.1
1026,znf1139,znf1139
1027,si:dkey-3p4.8,sidkey3p4.8
1028,BX510935.2,BX510935.2
1029,BX510935.1,BX510935.1
1030,si:dkey-207l24.2,sidkey207l24.2
1031,si:ch211-271g18.1,sich211271g18.1
1032,si:dkeyp-82b4.2,sidkeyp82b4.2
1033,CR759843.2,CR759843.2
1034,znf1051,znf1051
1035,CR759843.4,CR759843.4
1036,CR759843.3,CR759843.3
1037,si:dkeyp-82b4.4,sidkeyp82b4.4
1038,CR759843.1,CR759843.1
1039,si:dkeyp-82b4.6,sidkeyp82b4.6
1040,znf1016,znf1016
1041,znf1071,znf1071
1042,si:ch211-229l10.11,sich211229l10.11
1043,CR381657.6,CR381657.6
1044,CR381657.7,CR381657.7
1045,CR381657.3,CR381657.3
1046,CR381657.2,CR381657.2
1047,CR381657.4,CR381657.4
1048,CR381657.5,CR381657.5
1049,znf1093,znf1093
1050,si:ch211-229l10.4,sich211229l10.4
1051,si:ch211-229l10.9,sich211229l10.9
1052,si:ch211-209n20.3,sich211209n20.3
1053,CR381657.1,CR381657.1
1054,znf1092,znf1092
1055,znf994,znf994
1056,si:ch211-209n20.59,sich211209n20.59
1057,si:ch211-209n20.1,sich211209n20.1
1058,BX324212.1,BX324212.1
1059,BX324212.2,BX324212.2
1060,si:dkey-59l11.7,sidkey59l11.7
1061,si:dkey-59l11.10,sidkey59l11.10
1062,znf1127,znf1127
1063,znf997,znf997
1064,si:dkey-66k12.3,sidkey66k12.3
1065,si:dkey-122c11.1,sidkey122c11.1
1066,znf977,znf977
1067,si:dkey-122c11.8,sidkey122c11.8
1068,CR407594.1,CR407594.1
1069,si:ch211-22k7.9-1,sich21122k7.9-1
1070,si:ch73-236c18.2,sich73236c18.2
1071,CR352303.1,CR352303.1
1072,BX548067.3,BX548067.3
1073,si:dkey-261o4.1,sidkey261o4.1
1074,si:dkey-156k2.4,sidkey156k2.4
1075,si:dkey-261o4.9,sidkey261o4.9
1076,BX548067.1,BX548067.1
1077,BX548067.2,BX548067.2
1078,BX950868.3,BX950868.3
1079,BX950868.2,BX950868.2
1080,BX950868.1,BX950868.1
1081,CR749167.2,CR749167.2
1082,si:dkeyp-4c4.1,sidkeyp4c4.1
1083,CR749167.1,CR749167.1
1084,znf979,znf979
1085,si:ch211-215p11.1,sich211215p11.1
1086,si:dkey-199k11.6,sidkey199k11.6
1087,BX649341.1,BX649341.1
1088,si:dkey-5i16.5,sidkey5i16.5
1089,si:ch211-238e22.8,sich211238e22.8
1090,znf995,znf995
1091,si:ch211-246n15.2,sich211246n15.2
1092,znf1102-1,znf1102-1
1093,si:dkey-22h13.2,sidkey22h13.2
1094,si:ch211-218h8.1,sich211218h8.1
1095,si:dkey-22h13.3,sidkey22h13.3
1096,si:ch211-218h8.3,sich211218h8.3
1097,BX901907.1,BX901907.1
1098,BX901907.4,BX901907.4
1099,BX901907.3,BX901907.3
1100,BX901907.2,BX901907.2
1101,si:dkey-57c22.1,sidkey57c22.1
1102,zgc:174698-2,zgc1746982
1103,si:dkey-207m2.4,sidkey207m2.4
1104,AL845295.2,AL845295.2
1105,si:dkey-285e18.2,sidkey285e18.2
1106,AL845295.1,AL845295.1
1107,si:dkey-285e18.5,sidkey285e18.5
1108,si:dkey-285e18.6,sidkey285e18.6
1109,zgc:174650,zgc174650
1110,BX649394.9,BX649394.9
1111,BX649394.13,BX649394.13
1112,BX649394.2,BX649394.2
1113,BX649394.14,BX649394.14
1114,BX649394.6,BX649394.6
1115,BX649394.15,BX649394.15
1116,BX649394.11,BX649394.11
1117,BX649394.7,BX649394.7
1118,BX649394.4,BX649394.4
1119,BX649394.8,BX649394.8
1120,BX649394.1,BX649394.1
1121,BX649394.12,BX649394.12
1122,BX649394.10,BX649394.10
1123,BX649394.3,BX649394.3
1124,BX649394.5,BX649394.5
1125,znf1136,znf1136
1126,BX571664.1,BX571664.1
1127,si:dkeyp-82h4.1,sidkeyp82h4.1
1128,si:dkeyp-82h4.3,sidkeyp82h4.3
1129,si:dkey-16p19.1,sidkey16p19.1
1130,znf1062,znf1062
1131,si:ch211-73m21.1,sich21173m21.1
1132,CR382294.1,CR382294.1
1133,si:ch211-181p13.2,sich211181p13.2
1134,si:dkey-16p19.5-1,sidkey16p19.5-1
1135,CR388165.10,CR388165.10
1136,si:dkey-16p19.8,sidkey16p19.8
1137,CR388165.1,CR388165.1
1138,CR388165.2,CR388165.2
1139,CR388165.4,CR388165.4
1140,CR388165.11,CR388165.11
1141,CR388165.6,CR388165.6
1142,CR388165.9,CR388165.9
1143,CR388165.3,CR388165.3
1144,CR388165.7,CR388165.7
1145,CR388165.8,CR388165.8
1146,CR388165.5,CR388165.5
1147,znf987,znf987
1148,BX088603.2,BX088603.2
1149,si:dkeyp-44d3.1,sidkeyp44d3.1
1150,si:dkeyp-44d3.3,sidkeyp44d3.3
1151,znf1094,znf1094
1152,BX088603.3,BX088603.3
1153,si:dkeyp-44d3.5,sidkeyp44d3.5
1154,znf976,znf976
1155,BX088603.1,BX088603.1
1156,CR855306.1,CR855306.1
1157,znf1049,znf1049
1158,si:dkey-237m9.2,sidkey237m9.2
1159,si:dkey-237m9.1,sidkey237m9.1
1160,si:ch211-268b14.2,sich211268b14.2
1161,CR854899.1,CR854899.1
1162,CR954226.1,CR954226.1
1163,CR954226.3,CR954226.3
1164,CR954226.4,CR954226.4
1165,CR954226.2,CR954226.2
1166,znf1145,znf1145
1167,si:ch211-142b24.8,sich211142b24.8
1168,si:dkeyp-85d8.5,sidkeyp85d8.5
1169,zgc:174696,zgc174696
1170,znf1060,znf1060
1171,CR854948.1,CR854948.1
1172,znf1148,znf1148
1173,si:ch211-142b24.2,sich211142b24.2
1174,si:ch211-76m11.8,sich21176m11.8
1175,si:dkey-4e4.1,sidkey4e4.1
1176,znf1118,znf1118
1177,BX511066.2,BX511066.2
1178,BX511066.1,BX511066.1
1179,si:ch211-59d8.2,sich21159d8.2
1180,si:ch211-59d8.3,sich21159d8.3
1181,si:dkey-16p6.1-3,sidkey16p6.1-3
1182,BX000477.8,BX000477.8
1183,BX000477.6,BX000477.6
1184,BX000477.9,BX000477.9
1185,BX000477.7,BX000477.7
1186,BX000477.4,BX000477.4
1187,BX000477.1,BX000477.1
1188,BX000477.5,BX000477.5
1189,BX000477.3,BX000477.3
1190,si:dkey-11d20.1,sidkey11d20.1
1191,BX000477.2,BX000477.2
1192,BX000477.10,BX000477.10
1193,znf1053,znf1053
1194,CR925768.11,CR925768.11
1195,CR925768.5,CR925768.5
1196,CR925768.15,CR925768.15
1197,CR925768.16,CR925768.16
1198,CR925768.8,CR925768.8
1199,CR925768.10,CR925768.10
1200,CR925768.6,CR925768.6
1201,CR925768.4,CR925768.4
1202,CR925768.14,CR925768.14
1203,CR925768.17,CR925768.17
1204,CR925768.9,CR925768.9
1205,CR925768.13,CR925768.13
1206,CR925768.7,CR925768.7
1207,CR925768.18,CR925768.18
1208,CR925768.2,CR925768.2
1209,CR925768.3,CR925768.3
1210,CR925768.12,CR925768.12
1211,CR925768.1,CR925768.1
1212,CT027759.1,CT027759.1
1213,si:zfos-451d2.2,sizfos451d2.2
1214,si:dkey-54j5.2,sidkey54j5.2
1215,znf1072,znf1072
1216,znf1137,znf1137
1217,BX927135.1,BX927135.1
1218,BX927135.3,BX927135.3
1219,si:dkey-16p6.2,sidkey16p6.2
1220,BX927135.2,BX927135.2
1221,si:ch211-76m11.5,sich21176m11.5
1222,si:dkey-29j8.1,sidkey29j8.1
1223,si:dkeyp-53e4.1,sidkeyp53e4.1
1224,si:dkey-29j8.2,sidkey29j8.2
1225,BX927253.2,BX927253.2
1226,BX927253.3,BX927253.3
1227,BX927253.1,BX927253.1
1228,znf1073,znf1073
1229,si:dkeyp-53e4.2,sidkeyp53e4.2
1230,BX664605.1,BX664605.1
1231,si:dkeyp-53e4.4,sidkeyp53e4.4
1232,BX664605.2,BX664605.2
1233,si:dkey-16p6.4,sidkey16p6.4
1234,si:dkey-29p23.2,sidkey29p23.2
1235,si:dkey-29p23.1,sidkey29p23.1
1236,zgc:173705,zgc173705
1237,si:ch211-226o13.1,sich211226o13.1
1238,si:dkey-261p22.1,sidkey261p22.1
1239,si:ch211-226o13.3,sich211226o13.3
1240,znf1104,znf1104
1241,si:dkey-4j21.2,sidkey4j21.2
1242,CABZ01015525.1,CABZ01015525.1
1243,si:dkeyp-100h4.4,sidkeyp100h4.4
1244,si:dkeyp-100h4.1,sidkeyp100h4.1
1245,si:dkeyp-100h4.7,sidkeyp100h4.7
1246,BX649454.1,BX649454.1
1247,si:dkeyp-100h4.2,sidkeyp100h4.2
1248,si:dkey-7j22.1,sidkey7j22.1
1249,si:dkey-7j22.2,sidkey7j22.2
1250,znf1115,znf1115
1251,si:dkey-7j22.4,sidkey7j22.4
1252,BX897720.1,BX897720.1
1253,si:dkey-16p6.1-4,sidkey16p6.1-4
1254,si:dkeyp-77c4.5,sidkeyp77c4.5
1255,znf1107,znf1107
1256,znf1137-1,znf1137-1
1257,BX649307.1,BX649307.1
1258,znf980,znf980
1259,si:dkeyp-100h4.8,sidkeyp100h4.8
1260,si:dkey-51d8.1,sidkey51d8.1
1261,si:ch211-227e10.6,sich211227e10.6
1262,BX649516.5,BX649516.5
1263,BX649516.1,BX649516.1
1264,BX649516.3,BX649516.3
1265,si:dkey-51d8.3,sidkey51d8.3
1266,si:dkey-51d8.6,sidkey51d8.6
1267,znf1046,znf1046
1268,BX649516.2,BX649516.2
1269,si:dkey-51d8.9,sidkey51d8.9
1270,BX649516.4,BX649516.4
1271,znf1021,znf1021
1272,znf1115-1,znf1115-1
1273,BX649479.1,BX649479.1
1274,znf1138,znf1138
1275,si:ch211-162i8.2,sich211162i8.2
1276,si:dkey-247i3.6-1,sidkey247i3.6-1
1277,si:ch211-162i8.5,sich211162i8.5
1278,si:dkey-16p6.1-5,sidkey16p6.1-5
1279,si:ch211-162i8.4-1,sich211162i8.4-1
1280,BX649518.1,BX649518.1
1281,si:ch211-162i8.7,sich211162i8.7
1282,si:dkey-256i11.3,sidkey256i11.3
1283,si:dkey-256i11.6,sidkey256i11.6
1284,si:dkey-256i11.2,sidkey256i11.2
1285,BX649399.21,BX649399.21
1286,BX649399.1,BX649399.1
1287,BX649399.5,BX649399.5
1288,BX649399.18,BX649399.18
1289,BX649399.6,BX649399.6
1290,BX649399.20,BX649399.20
1291,BX649399.12,BX649399.12
1292,BX649399.14,BX649399.14
1293,BX649399.3,BX649399.3
1294,BX649399.7,BX649399.7
1295,BX649399.16,BX649399.16
1296,BX649399.13,BX649399.13
1297,BX649399.19,BX649399.19
1298,BX649399.15,BX649399.15
1299,BX649399.17,BX649399.17
1300,BX649399.8,BX649399.8
1301,BX649399.10,BX649399.10
1302,BX649399.9,BX649399.9
1303,BX649399.11,BX649399.11
1304,BX649399.2,BX649399.2
1305,BX649399.4,BX649399.4
1306,znf1038,znf1038
1307,BX927193.6,BX927193.6
1308,BX927193.10,BX927193.10
1309,BX927193.12,BX927193.12
1310,BX927193.13,BX927193.13
1311,BX927193.8,BX927193.8
1312,BX927193.3,BX927193.3
1313,BX927193.9,BX927193.9
1314,BX927193.11,BX927193.11
1315,BX927193.5,BX927193.5
1316,BX927193.7,BX927193.7
1317,BX927193.4,BX927193.4
1318,BX927193.2,BX927193.2
1319,BX927193.1,BX927193.1
1320,zgc:173702,zgc173702
1321,BX927164.1,BX927164.1
1322,BX927164.2,BX927164.2
1323,si:dkey-16p6.1-6,sidkey16p6.1-6
1324,BX927336.3,BX927336.3
1325,BX927336.1,BX927336.1
1326,si:ch211-215p11.3,sich211215p11.3
1327,si:dkey-26m3.3,sidkey26m3.3
1328,BX927336.2,BX927336.2
1329,si:ch211-215p11.1-1,sich211215p11.1-1
1330,si:dkey-31n13.4,sidkey31n13.4
1331,BX927287.1,BX927287.1
1332,BX942815.11,BX942815.11
1333,si:dkey-26m3.1,sidkey26m3.1
1334,si:dkey-26m3.2,sidkey26m3.2
1335,BX942815.6,BX942815.6
1336,BX942815.10,BX942815.10
1337,BX942815.12,BX942815.12
1338,BX942815.4,BX942815.4
1339,BX942815.2,BX942815.2
1340,BX942815.13,BX942815.13
1341,BX942815.9,BX942815.9
1342,BX942815.7,BX942815.7
1343,BX942815.8,BX942815.8
1344,BX942815.3,BX942815.3
1345,BX942815.5,BX942815.5
1346,BX942815.1,BX942815.1
1347,crestin,crestin
1348,CR450840.1,CR450840.1
1349,si:ch211-261d9.1,sich211261d9.1
1350,znf1122,znf1122
1351,si:dkey-124l13.1,sidkey124l13.1
1352,BX324142.1,BX324142.1
1353,znf1040,znf1040
1354,si:ch211-196f19.1,sich211196f19.1
1355,BX324142.2,BX324142.2
1356,si:ch211-196h24.2,sich211196h24.2
1357,si:ch211-196h24.1,sich211196h24.1
1358,BX321887.3,BX321887.3
1359,BX321887.12,BX321887.12
1360,BX321887.8,BX321887.8
1361,BX321887.5,BX321887.5
1362,BX321887.1,BX321887.1
1363,BX321887.4,BX321887.4
1364,BX321887.11,BX321887.11
1365,BX321887.9,BX321887.9
1366,BX321887.6,BX321887.6
1367,BX321887.7,BX321887.7
1368,BX321887.10,BX321887.10
1369,BX321887.13,BX321887.13
1370,BX321887.14,BX321887.14
1371,BX321887.15,BX321887.15
1372,BX321887.2,BX321887.2
1373,CR356223.3,CR356223.3
1374,CR356223.4,CR356223.4
1375,CR356223.5,CR356223.5
1376,si:dkey-28k24.2,sidkey28k24.2
1377,CR356223.1,CR356223.1
1378,znf980-1,znf980-1
1379,znf1063,znf1063
1380,CR356223.2,CR356223.2
1381,znf1023-1,znf1023-1
1382,znf1020,znf1020
1383,znf1113,znf1113
1384,znf1064,znf1064
1385,si:ch211-234c11.2,sich211234c11.2
1386,si:ch211-234c11.3,sich211234c11.3
1387,zgc:173705-1,zgc1737051
1388,znf1036,znf1036
1389,znf1146,znf1146
1390,CR293532.1,CR293532.1
1391,si:dkey-40n15.1,sidkey40n15.1
1392,CR293502.1,CR293502.1
1393,si:ch211-42i6.2,sich21142i6.2
1394,BX942819.3,BX942819.3
1395,BX942819.2,BX942819.2
1396,BX942819.1,BX942819.1
1397,CR293498.1,CR293498.1
1398,si:dkey-5i16.5-1,sidkey5i16.5-1
1399,si:dkey-159n16.2,sidkey159n16.2
1400,si:ch211-197e7.3,sich211197e7.3
1401,BX927318.1,BX927318.1
1402,si:dkey-159n16.4,sidkey159n16.4
1403,znf1057,znf1057
1404,znf974,znf974
1405,BX465205.2,BX465205.2
1406,BX465205.3,BX465205.3
1407,BX465205.1,BX465205.1
1408,si:ch211-197e7.1,sich211197e7.1
1409,BX324126.1,BX324126.1
1410,zgc:173709,zgc173709
1411,BX957251.1,BX957251.1
1412,si:dkey-156k2.4-1,sidkey156k2.4-1
1413,CR356227.7,CR356227.7
1414,CR356227.8,CR356227.8
1415,CR356227.2,CR356227.2
1416,CR356227.6,CR356227.6
1417,CR356227.3,CR356227.3
1418,CR356227.12,CR356227.12
1419,CR356227.5,CR356227.5
1420,CR356227.11,CR356227.11
1421,CR356227.4,CR356227.4
1422,CR356227.9,CR356227.9
1423,CR356227.10,CR356227.10
1424,si:dkey-16p19.5-2,sidkey16p19.5-2
1425,CR356227.1,CR356227.1
1426,si:ch211-152l15.2,sich211152l15.2
1427,si:dkey-16p6.1-7,sidkey16p6.1-7
1428,znf1135,znf1135
1429,znf1066,znf1066
1430,si:dkey-156k2.7,sidkey156k2.7
1431,si:dkey-156k2.8,sidkey156k2.8
1432,znf1061,znf1061
1433,BX663613.1,BX663613.1
1434,BX663613.2,BX663613.2
1435,zgc:174704,zgc174704
1436,znf977-1,znf977-1
1437,BX855590.1,BX855590.1
1438,znf1110,znf1110
1439,znf1058,znf1058
1440,si:ch211-245n8.4,sich211245n8.4
1441,znf1045,znf1045
1442,si:ch211-208f21.2,sich211208f21.2
1443,si:ch211-208f21.3,sich211208f21.3
1444,si:dkey-156j15.1,sidkey156j15.1
1445,BX855613.2,BX855613.2
1446,BX855613.1,BX855613.1
1447,znf1026-1,znf1026-1
1448,BX005380.2,BX005380.2
1449,znf1141,znf1141
1450,BX005380.1,BX005380.1
1451,CABZ01036080.1,CABZ01036080.1
1452,CABZ01036081.1,CABZ01036081.1
1453,si:dkeyp-82b4.3,sidkeyp82b4.3
1454,CR388390.8,CR388390.8
1455,CR388390.2,CR388390.2
1456,CR388390.18,CR388390.18
1457,CR388390.1,CR388390.1
1458,CR388390.13,CR388390.13
1459,CR388390.7,CR388390.7
1460,CR388390.20,CR388390.20
1461,CR388390.4,CR388390.4
1462,CR388390.14,CR388390.14
1463,CR388390.16,CR388390.16
1464,CR388390.15,CR388390.15
1465,CR388390.6,CR388390.6
1466,CR388390.10,CR388390.10
1467,CR388390.17,CR388390.17
1468,CR388390.3,CR388390.3
1469,CR388390.21,CR388390.21
1470,CR388390.19,CR388390.19
1471,CR388390.12,CR388390.12
1472,CR388390.9,CR388390.9
1473,CR388390.5,CR388390.5
1474,CR388390.11,CR388390.11
1475,CR628395.1,CR628395.1
1476,si:dkey-165e24.1,sidkey165e24.1
1477,si:dkeyp-90h9.1,sidkeyp90h9.1
1478,BX321870.2,BX321870.2
1479,BX321870.3,BX321870.3
1480,BX321870.1,BX321870.1
1481,BX908721.2,BX908721.2
1482,BX908721.1,BX908721.1
1483,si:dkey-22a18.2,sidkey22a18.2
1484,BX649431.1,BX649431.1
1485,BX649431.3,BX649431.3
1486,BX649431.2,BX649431.2
1487,si:dkeyp-44b5.4,sidkeyp44b5.4
1488,si:dkeyp-107f9.1,sidkeyp107f9.1
1489,si:dkey-16b10.1,sidkey16b10.1
1490,BX649431.4,BX649431.4
1491,znf1034,znf1034
1492,si:dkey-16b10.2,sidkey16b10.2
1493,CR318589.1,CR318589.1
1494,si:dkeyp-107f9.2,sidkeyp107f9.2
1495,zgc:173705-2,zgc1737052
1496,CR318589.2,CR318589.2
1497,si:dkeyp-107f9.4,sidkeyp107f9.4
1498,BX640584.18,BX640584.18
1499,si:dkey-78o7.3,sidkey78o7.3
1500,BX640584.1,BX640584.1
1501,BX640584.10,BX640584.10
1502,BX640584.5,BX640584.5
1503,BX640584.3,BX640584.3
1504,BX640584.2,BX640584.2
1505,BX640584.7,BX640584.7
1506,BX640584.11,BX640584.11
1507,BX640584.9,BX640584.9
1508,BX640584.8,BX640584.8
1509,BX640584.14,BX640584.14
1510,BX640584.6,BX640584.6
1511,BX640584.4,BX640584.4
1512,BX640584.15,BX640584.15
1513,BX640584.12,BX640584.12
1514,BX640584.17,BX640584.17
1515,BX640584.16,BX640584.16
1516,BX640584.13,BX640584.13
1517,si:dkeyp-44b5.5,sidkeyp44b5.5
1518,BX666065.2,BX666065.2
1519,BX666065.1,BX666065.1
1520,BX640547.5,BX640547.5
1521,BX640547.4,BX640547.4
1522,BX640547.6,BX640547.6
1523,BX640547.1,BX640547.1
1524,BX640547.3,BX640547.3
1525,si:dkey-4j21.2-1,sidkey4j21.2-1
1526,BX640547.2,BX640547.2
1527,BX571954.1,BX571954.1
1528,BX571954.3,BX571954.3
1529,si:dkey-201g16.1,sidkey201g16.1
1530,BX571954.2,BX571954.2
1531,si:ch211-171l17.14,sich211171l17.14
1532,BX649421.1,BX649421.1
1533,si:ch211-207e19.2,sich211207e19.2
1534,BX649421.2,BX649421.2
1535,znf1053-1,znf1053-1
1536,znf1037,znf1037
1537,si:dkey-250k10.1,sidkey250k10.1
1538,BX571843.1,BX571843.1
1539,si:dkey-250k10.4,sidkey250k10.4
1540,BX897739.2,BX897739.2
1541,BX897739.1,BX897739.1
1542,BX511078.2,BX511078.2
1543,BX511078.1,BX511078.1
1544,CR388042.1,CR388042.1
1545,CR388042.2,CR388042.2
1546,CABZ01031674.1,CABZ01031674.1
1547,CABZ01031673.1,CABZ01031673.1
1548,si:ch211-249c2.1,sich211249c2.1
1549,si:dkey-199m13.7-1,sidkey199m13.7-1
1550,BX936303.2,BX936303.2
1551,znf995-1,znf995-1
1552,BX936303.1,BX936303.1
1553,si:ch211-223g7.6-1,sich211223g7.6-1
1554,zgc:174944,zgc174944
1555,si:ch211-223g7.2,sich211223g7.2
1556,BX572628.1,BX572628.1
1557,BX640461.1,BX640461.1
1558,si:ch211-227e10.6-1,sich211227e10.6-1
1559,znf974-1,znf974-1
1560,si:ch211-227e10.3,sich211227e10.3
1561,si:ch211-227e10.1,sich211227e10.1
1562,si:ch211-227e10.2,sich211227e10.2
1563,CR388413.5,CR388413.5
1564,CR388413.1,CR388413.1
1565,CR388413.4,CR388413.4
1566,CR388413.3,CR388413.3
1567,CR388413.2,CR388413.2
1568,si:dkeyp-82b4.6-1,sidkeyp82b4.6-1
1569,si:dkey-56m15.9,sidkey56m15.9
1570,si:dkey-56m15.2,sidkey56m15.2
1571,si:dkey-56m15.8,sidkey56m15.8
1572,si:dkey-56m15.7,sidkey56m15.7
1573,si:dkey-56m15.6,sidkey56m15.6
1574,si:dkey-56m15.5,sidkey56m15.5
1575,BX005245.1,BX005245.1
1576,BX005245.2,BX005245.2
1577,si:dkey-56m15.3,sidkey56m15.3
1578,BX465836.2,BX465836.2
1579,BX465836.1,BX465836.1
1580,znf1039,znf1039
1581,si:dkey-191j3.2,sidkey191j3.2
1582,si:dkey-61p9.9,sidkey61p9.9
1583,BX546503.1,BX546503.1
1584,si:dkey-157e10.8,sidkey157e10.8
1585,si:dkey-157e10.6,sidkey157e10.6
1586,znf998,znf998
1587,CT027586.1,CT027586.1
1588,znf569l,znf569l
1589,CR762475.1,CR762475.1
1590,CR762475.3,CR762475.3
1591,znf1029,znf1029
1592,CR762475.2,CR762475.2
1593,znf1078,znf1078
1594,CR762475.4,CR762475.4
1595,znf1074,znf1074
1596,CU278559.1,CU278559.1
1597,CT583728.1,CT583728.1
1598,CT583728.16,CT583728.16
1599,CT583728.26,CT583728.26
1600,CT583728.15,CT583728.15
1601,CT583728.13,CT583728.13
1602,CT583728.24,CT583728.24
1603,CT583728.11,CT583728.11
1604,CT583728.20,CT583728.20
1605,CT583728.3,CT583728.3
1606,CT583728.10,CT583728.10
1607,CT583728.25,CT583728.25
1608,CT583728.12,CT583728.12
1609,CT583728.6,CT583728.6
1610,CT583728.23,CT583728.23
1611,CT583728.18,CT583728.18
1612,CT583728.22,CT583728.22
1613,CT583728.14,CT583728.14
1614,CT583728.9,CT583728.9
1615,CT583728.5,CT583728.5
1616,CT583728.8,CT583728.8
1617,CT583728.17,CT583728.17
1618,CT583728.19,CT583728.19
1619,CT583728.27,CT583728.27
1620,CT583728.21,CT583728.21
1621,CT583728.7,CT583728.7
1622,CT583728.2,CT583728.2
