"","gene","stage","counts_sum"
"43143","npepps","24hpf",3159
"43144","npepps","3Month",26734
"43145","npepps","72hpf",13853
"43146","npffr1l2","21Day",85
"43147","npffr1l2","22Month",16
"43148","npffr1l2","24hpf",28
"43149","npffr1l2","3Month",3
"43150","npffr1l2","72hpf",84
"43151","nphp1","21Day",75
"43152","nphp1","22Month",216
"43153","nphp1","24hpf",67
"43154","nphp1","3Month",1534
"43155","nphp1","72hpf",148
"43156","nphp3","21Day",389
"43157","nphp3","22Month",468
"43158","nphp3","24hpf",111
"43159","nphp3","3Month",1950
"43160","nphp3","72hpf",536
"43161","nphp4","21Day",581
"43162","nphp4","22Month",409
"43163","nphp4","24hpf",334
"43164","nphp4","3Month",1194
"43165","nphp4","72hpf",1356
"43166","npl","21Day",2053
"43167","npl","22Month",18810
"43168","npl","24hpf",799
"43169","npl","3Month",43026
"43170","npl","72hpf",1891
"43171","nploc4","21Day",509
"43172","nploc4","22Month",318
"43173","nploc4","24hpf",140
"43174","nploc4","3Month",515
"43175","nploc4","72hpf",592
"43176","npm1a","21Day",170155
"43177","npm1a","22Month",268592
"43178","npm1a","24hpf",92352
"43179","npm1a","3Month",217358
"43180","npm1a","72hpf",111582
"43181","npm1b","21Day",6981
"43182","npm1b","22Month",9734
"43183","npm1b","24hpf",5326
"43184","npm1b","3Month",10606
"43185","npm1b","72hpf",12710
"43186","npm2b","21Day",4
"43187","npm2b","22Month",1188
"43188","npm2b","24hpf",38
"43189","npm2b","3Month",1845
"43190","npm2b","72hpf",10
"43191","npm3","21Day",7481
"43192","npm3","22Month",33584
"43193","npm3","24hpf",5492
"43194","npm3","3Month",31516
"43195","npm3","72hpf",7030
"43196","npnt","21Day",21
"43197","npnt","22Month",101
"43198","npnt","24hpf",16
"43199","npnt","3Month",160
"43200","npnt","72hpf",22
"43201","nppb","21Day",115
"43202","nppb","22Month",1023
"43203","nppb","24hpf",420
"43204","nppb","3Month",593
"43205","nppb","72hpf",233
"43206","nppc","21Day",876
"43207","nppc","22Month",2566
"43208","nppc","24hpf",1008
"43209","nppc","3Month",4885
"43210","nppc","72hpf",1223
"43211","npr1a","21Day",138
"43212","npr1a","22Month",644
"43213","npr1a","24hpf",113
"43214","npr1a","3Month",1186
"43215","npr1a","72hpf",200
"43216","npr2","21Day",258
"43217","npr2","22Month",722
"43218","npr2","24hpf",114
"43219","npr2","3Month",1027
"43220","npr2","72hpf",382
"43221","npr3","21Day",836
"43222","npr3","22Month",895
"43223","npr3","24hpf",654
"43224","npr3","3Month",2806
"43225","npr3","72hpf",2106
"43226","nprl2","21Day",1023
"43227","nprl2","22Month",1017
"43228","nprl2","24hpf",847
"43229","nprl2","3Month",3141
"43230","nprl2","72hpf",1698
"43231","nprl3","21Day",605
"43232","nprl3","22Month",1810
"43233","nprl3","24hpf",238
"43234","nprl3","3Month",4488
"43235","nprl3","72hpf",1974
"43236","npsn","21Day",10317
"43237","npsn","22Month",350389
"43238","npsn","24hpf",2772
"43239","npsn","3Month",239109
"43240","npsn","72hpf",4637
"43241","nptna","21Day",1438
"43242","nptna","22Month",1488
"43243","nptna","24hpf",39
"43244","nptna","3Month",2698
"43245","nptna","72hpf",4200
"43246","nptnb","21Day",1908
"43247","nptnb","22Month",864
"43248","nptnb","24hpf",135
"43249","nptnb","3Month",757
"43250","nptnb","72hpf",3436
"43251","nptxrb","21Day",16
"43252","nptxrb","22Month",56
"43253","nptxrb","24hpf",1
"43254","nptxrb","3Month",89
"43255","nptxrb","72hpf",54
"43256","nqo1","21Day",5980
"43257","nqo1","22Month",14591
"43258","nqo1","24hpf",601
"43259","nqo1","3Month",41631
"43260","nqo1","72hpf",9269
"43261","nr0b1","21Day",229
"43262","nr0b1","22Month",26633
"43263","nr0b1","24hpf",54
"43264","nr0b1","3Month",13543
"43265","nr0b1","72hpf",121
"43266","nr0b2a","21Day",564
"43267","nr0b2a","22Month",9750
"43268","nr0b2a","24hpf",44
"43269","nr0b2a","3Month",11610
"43270","nr0b2a","72hpf",436
"43271","nr1d2a","21Day",15810
"43272","nr1d2a","22Month",40364
"43273","nr1d2a","24hpf",1017
"43274","nr1d2a","3Month",37313
"43275","nr1d2a","72hpf",9152
"43276","nr1d2b","21Day",6247
"43277","nr1d2b","22Month",20399
"43278","nr1d2b","24hpf",280
"43279","nr1d2b","3Month",34656
"43280","nr1d2b","72hpf",5188
"43281","nr1h3","21Day",2975
"43282","nr1h3","22Month",15802
"43283","nr1h3","24hpf",539
"43284","nr1h3","3Month",16394
"43285","nr1h3","72hpf",4135
"43286","nr2c1","21Day",1945
"43287","nr2c1","22Month",2979
"43288","nr2c1","24hpf",1352
"43289","nr2c1","3Month",5275
"43290","nr2c1","72hpf",4388
"43291","nr2c2","21Day",1085
"43292","nr2c2","22Month",2615
"43293","nr2c2","24hpf",113
"43294","nr2c2","3Month",5275
"43295","nr2c2","72hpf",3182
"43296","nr2c2ap","21Day",816
"43297","nr2c2ap","22Month",4083
"43298","nr2c2ap","24hpf",498
"43299","nr2c2ap","3Month",5033
"43300","nr2c2ap","72hpf",746
"43301","nr2e1","21Day",973
"43302","nr2e1","22Month",151
"43303","nr2e1","24hpf",1118
"43304","nr2e1","3Month",114
"43305","nr2e1","72hpf",4818
"43306","nr2f1a","21Day",2446
"43307","nr2f1a","22Month",3070
"43308","nr2f1a","24hpf",3845
"43309","nr2f1a","3Month",3425
"43310","nr2f1a","72hpf",15294
"43311","nr2f1b","21Day",1537
"43312","nr2f1b","22Month",120
"43313","nr2f1b","24hpf",4099
"43314","nr2f1b","3Month",122
"43315","nr2f1b","72hpf",8159
"43316","nr2f2","21Day",6330
"43317","nr2f2","22Month",11702
"43318","nr2f2","24hpf",8399
"43319","nr2f2","3Month",14245
"43320","nr2f2","72hpf",30969
"43321","nr2f5","21Day",1660
"43322","nr2f5","22Month",7255
"43323","nr2f5","24hpf",5518
"43324","nr2f5","3Month",2631
"43325","nr2f5","72hpf",5974
"43326","nr2f6a","21Day",1478
"43327","nr2f6a","22Month",3917
"43328","nr2f6a","24hpf",2109
"43329","nr2f6a","3Month",5586
"43330","nr2f6a","72hpf",5176
"43331","nr2f6b","21Day",3164
"43332","nr2f6b","22Month",9051
"43333","nr2f6b","24hpf",6700
"43334","nr2f6b","3Month",11562
"43335","nr2f6b","72hpf",5815
"43336","nr3c1","21Day",6999
"43337","nr3c1","22Month",13093
"43338","nr3c1","24hpf",1266
"43339","nr3c1","3Month",20424
"43340","nr3c1","72hpf",10512
"43341","nr4a1","21Day",15884
"43342","nr4a1","22Month",130365
"43343","nr4a1","24hpf",3553
"43344","nr4a1","3Month",313572
"43345","nr4a1","72hpf",16984
"43346","nr4a2a","21Day",389
"43347","nr4a2a","22Month",136
"43348","nr4a2a","24hpf",50
"43349","nr4a2a","3Month",98
"43350","nr4a2a","72hpf",3344
"43351","nr4a2b","21Day",3002
"43352","nr4a2b","22Month",8524
"43353","nr4a2b","24hpf",596
"43354","nr4a2b","3Month",19706
"43355","nr4a2b","72hpf",3820
"43356","nr4a3","21Day",14710
"43357","nr4a3","22Month",93521
"43358","nr4a3","24hpf",1379
"43359","nr4a3","3Month",130368
"43360","nr4a3","72hpf",19013
"43361","nr5a2","21Day",315
"43362","nr5a2","22Month",4906
"43363","nr5a2","24hpf",96
"43364","nr5a2","3Month",3198
"43365","nr5a2","72hpf",1050
"43366","nradd","21Day",13
"43367","nradd","22Month",30
"43368","nradd","24hpf",39
"43369","nradd","3Month",23
"43370","nradd","72hpf",18
"43371","nrap","21Day",106
"43372","nrap","22Month",223
"43373","nrap","24hpf",15
"43374","nrap","3Month",152
"43375","nrap","72hpf",98
"43376","nrarpa","21Day",5813
"43377","nrarpa","22Month",16243
"43378","nrarpa","24hpf",5679
"43379","nrarpa","3Month",31756
"43380","nrarpa","72hpf",13955
"43381","nrarpb","21Day",241
"43382","nrarpb","22Month",577
"43383","nrarpb","24hpf",410
"43384","nrarpb","3Month",1827
"43385","nrarpb","72hpf",568
"43386","nras","21Day",2272
"43387","nras","22Month",10483
"43388","nras","24hpf",1002
"43389","nras","3Month",14650
"43390","nras","72hpf",3088
"43391","nrbf2b","21Day",3880
"43392","nrbf2b","22Month",12031
"43393","nrbf2b","24hpf",1401
"43394","nrbf2b","3Month",16557
"43395","nrbf2b","72hpf",7206
"43396","nrbp1","21Day",3549
"43397","nrbp1","22Month",7241
"43398","nrbp1","24hpf",1836
"43399","nrbp1","3Month",9701
"43400","nrbp1","72hpf",7354
"43401","nrbp2a","21Day",231
"43402","nrbp2a","22Month",560
"43403","nrbp2a","24hpf",31
"43404","nrbp2a","3Month",950
"43405","nrbp2a","72hpf",109
"43406","nrcama","21Day",147
"43407","nrcama","22Month",166
"43408","nrcama","24hpf",9
"43409","nrcama","3Month",196
"43410","nrcama","72hpf",223
"43411","nrd1a","21Day",3975
"43412","nrd1a","22Month",14210
"43413","nrd1a","24hpf",2358
"43414","nrd1a","3Month",18765
"43415","nrd1a","72hpf",5721
"43416","nrd1b","21Day",545
"43417","nrd1b","22Month",3492
"43418","nrd1b","24hpf",135
"43419","nrd1b","3Month",3356
"43420","nrd1b","72hpf",767
"43421","nrde2","21Day",1245
"43422","nrde2","22Month",2997
"43423","nrde2","24hpf",726
"43424","nrde2","3Month",3969
"43425","nrde2","72hpf",2002
"43426","nrf1","21Day",3933
"43427","nrf1","22Month",5983
"43428","nrf1","24hpf",2011
"43429","nrf1","3Month",9661
"43430","nrf1","72hpf",10132
"43431","nrg1","21Day",4352
"43432","nrg1","22Month",731
"43433","nrg1","24hpf",148
"43434","nrg1","3Month",1118
"43435","nrg1","72hpf",708
"43436","nrg2a","21Day",1038
"43437","nrg2a","22Month",739
"43438","nrg2a","24hpf",87
"43439","nrg2a","3Month",1600
"43440","nrg2a","72hpf",823
"43441","nrg2b","21Day",1542
"43442","nrg2b","22Month",268
"43443","nrg2b","24hpf",83
"43444","nrg2b","3Month",254
"43445","nrg2b","72hpf",4452
"43446","nrg3b","21Day",799
"43447","nrg3b","22Month",122
"43448","nrg3b","24hpf",46
"43449","nrg3b","3Month",162
"43450","nrg3b","72hpf",2716
"43451","nrip1a","21Day",257
"43452","nrip1a","22Month",1108
"43453","nrip1a","24hpf",94
"43454","nrip1a","3Month",1646
"43455","nrip1a","72hpf",547
"43456","nrip1b","21Day",1817
"43457","nrip1b","22Month",4347
"43458","nrip1b","24hpf",2085
"43459","nrip1b","3Month",6009
"43460","nrip1b","72hpf",4635
"43461","nrm","21Day",548
"43462","nrm","22Month",3203
"43463","nrm","24hpf",333
"43464","nrm","3Month",8469
"43465","nrm","72hpf",1061
"43466","nrn1a","21Day",1133
"43467","nrn1a","22Month",280
"43468","nrn1a","24hpf",255
"43469","nrn1a","3Month",538
"43470","nrn1a","72hpf",5554
"43471","nrn1b","21Day",15
"43472","nrn1b","22Month",53
"43473","nrn1b","24hpf",38
"43474","nrn1b","3Month",125
"43475","nrn1b","72hpf",21
"43476","nrp1a","21Day",1333
"43477","nrp1a","22Month",1415
"43478","nrp1a","24hpf",453
"43479","nrp1a","3Month",3506
"43480","nrp1a","72hpf",2969
"43481","nrp2a","21Day",4457
"43482","nrp2a","22Month",1321
"43483","nrp2a","24hpf",1956
"43484","nrp2a","3Month",2132
"43485","nrp2a","72hpf",13363
"43486","nrp2b","21Day",3588
"43487","nrp2b","22Month",967
"43488","nrp2b","24hpf",2167
"43489","nrp2b","3Month",1846
"43490","nrp2b","72hpf",10379
"43491","nrros","21Day",756
"43492","nrros","22Month",5851
"43493","nrros","24hpf",373
"43494","nrros","3Month",4824
"43495","nrros","72hpf",284
"43496","nrsn1","21Day",1897
"43497","nrsn1","22Month",1698
"43498","nrsn1","24hpf",27
"43499","nrsn1","3Month",2394
"43500","nrsn1","72hpf",4694
"43501","nrxn1a","21Day",4126
"43502","nrxn1a","22Month",1216
"43503","nrxn1a","24hpf",269
"43504","nrxn1a","3Month",2166
"43505","nrxn1a","72hpf",13824
"43506","nrxn1b","21Day",124
"43507","nrxn1b","22Month",8142
"43508","nrxn1b","24hpf",19
"43509","nrxn1b","3Month",12998
"43510","nrxn1b","72hpf",141
"43511","nrxn2a","21Day",287
"43512","nrxn2a","22Month",214
"43513","nrxn2a","24hpf",5
"43514","nrxn2a","3Month",222
"43515","nrxn2a","72hpf",712
"43516","nrxn2b","21Day",1656
"43517","nrxn2b","22Month",787
"43518","nrxn2b","24hpf",27
"43519","nrxn2b","3Month",2333
"43520","nrxn2b","72hpf",6594
"43521","nrxn3a","21Day",474
"43522","nrxn3a","22Month",441
"43523","nrxn3a","24hpf",14
"43524","nrxn3a","3Month",350
"43525","nrxn3a","72hpf",1360
"43526","nrxn3b","21Day",1621
"43527","nrxn3b","22Month",150
"43528","nrxn3b","24hpf",12
"43529","nrxn3b","3Month",99
"43530","nrxn3b","72hpf",3670
"43531","nsa2","21Day",76856
"43532","nsa2","22Month",464437
"43533","nsa2","24hpf",31068
"43534","nsa2","3Month",467036
"43535","nsa2","72hpf",105496
"43536","nsd1a","21Day",10437
"43537","nsd1a","22Month",5607
"43538","nsd1a","24hpf",5892
"43539","nsd1a","3Month",7557
"43540","nsd1a","72hpf",22174
"43541","nsd1b","21Day",286
"43542","nsd1b","22Month",659
"43543","nsd1b","24hpf",62
"43544","nsd1b","3Month",917
"43545","nsd1b","72hpf",526
"43546","nsd2","21Day",4786
"43547","nsd2","22Month",2090
"43548","nsd2","24hpf",5222
"43549","nsd2","3Month",6975
"43550","nsd2","72hpf",9851
"43551","nsd3","21Day",1089
"43552","nsd3","22Month",354
"43553","nsd3","24hpf",948
"43554","nsd3","3Month",314
"43555","nsd3","72hpf",2453
"43556","nsdhl","21Day",3926
"43557","nsdhl","22Month",8870
"43558","nsdhl","24hpf",111
"43559","nsdhl","3Month",21331
"43560","nsdhl","72hpf",1047
"43561","nsfa","21Day",3246
"43562","nsfa","22Month",1918
"43563","nsfa","24hpf",37
"43564","nsfa","3Month",3939
"43565","nsfa","72hpf",9211
"43566","nsfb","21Day",1255
"43567","nsfb","22Month",4925
"43568","nsfb","24hpf",361
"43569","nsfb","3Month",7255
"43570","nsfb","72hpf",1588
"43571","nsfl1c","21Day",11327
"43572","nsfl1c","22Month",28690
"43573","nsfl1c","24hpf",7781
"43574","nsfl1c","3Month",39487
"43575","nsfl1c","72hpf",19006
"43576","nsg2","21Day",5720
"43577","nsg2","22Month",1415
"43578","nsg2","24hpf",564
"43579","nsg2","3Month",2294
"43580","nsg2","72hpf",37617
"43581","nsl1","21Day",943
"43582","nsl1","22Month",4468
"43583","nsl1","24hpf",1063
"43584","nsl1","3Month",10312
"43585","nsl1","72hpf",1519
"43586","nsmaf","21Day",450
"43587","nsmaf","22Month",2212
"43588","nsmaf","24hpf",196
"43589","nsmaf","3Month",3909
"43590","nsmaf","72hpf",678
"43591","nsmce1","21Day",580
"43592","nsmce1","22Month",1889
"43593","nsmce1","24hpf",277
"43594","nsmce1","3Month",5263
"43595","nsmce1","72hpf",556
"43596","nsmce2","21Day",1734
"43597","nsmce2","22Month",6799
"43598","nsmce2","24hpf",1039
"43599","nsmce2","3Month",19365
"43600","nsmce2","72hpf",1391
"43601","nsmce4a","21Day",1434
"43602","nsmce4a","22Month",4113
"43603","nsmce4a","24hpf",681
"43604","nsmce4a","3Month",10582
"43605","nsmce4a","72hpf",1234
"43606","nsmfb","21Day",198
"43607","nsmfb","22Month",803
"43608","nsmfb","24hpf",29
"43609","nsmfb","3Month",1355
"43610","nsmfb","72hpf",651
"43611","nsrp1","21Day",5492
"43612","nsrp1","22Month",7652
"43613","nsrp1","24hpf",5097
"43614","nsrp1","3Month",11467
"43615","nsrp1","72hpf",9452
"43616","nsun2","21Day",2978
"43617","nsun2","22Month",4988
"43618","nsun2","24hpf",1489
"43619","nsun2","3Month",7879
"43620","nsun2","72hpf",3400
"43621","nsun4","21Day",437
"43622","nsun4","22Month",1901
"43623","nsun4","24hpf",235
"43624","nsun4","3Month",2906
"43625","nsun4","72hpf",511
"43626","nsun5","21Day",1651
"43627","nsun5","22Month",5953
"43628","nsun5","24hpf",1144
"43629","nsun5","3Month",5072
"43630","nsun5","72hpf",1542
"43631","nt5c2a","21Day",5392
"43632","nt5c2a","22Month",11252
"43633","nt5c2a","24hpf",3217
"43634","nt5c2a","3Month",20409
"43635","nt5c2a","72hpf",10121
"43636","nt5c2b","21Day",1572
"43637","nt5c2b","22Month",13861
"43638","nt5c2b","24hpf",590
"43639","nt5c2b","3Month",14652
"43640","nt5c2b","72hpf",2549
"43641","nt5c2l1","21Day",10008
"43642","nt5c2l1","22Month",1504
"43643","nt5c2l1","24hpf",35
"43644","nt5c2l1","3Month",3338
"43645","nt5c2l1","72hpf",14632
"43646","nt5c3a","21Day",7726
"43647","nt5c3a","22Month",11780
"43648","nt5c3a","24hpf",1033
"43649","nt5c3a","3Month",22939
"43650","nt5c3a","72hpf",6017
"43651","nt5dc2","21Day",6350
"43652","nt5dc2","22Month",6645
"43653","nt5dc2","24hpf",4012
"43654","nt5dc2","3Month",11286
"43655","nt5dc2","72hpf",7466
"43656","ntan1","21Day",2175
"43657","ntan1","22Month",4693
"43658","ntan1","24hpf",1260
"43659","ntan1","3Month",8519
"43660","ntan1","72hpf",2948
"43661","ntd5","21Day",3381
"43662","ntd5","22Month",2555
"43663","ntd5","24hpf",1859
"43664","ntd5","3Month",3075
"43665","ntd5","72hpf",5166
"43666","ntf3","21Day",270
"43667","ntf3","22Month",134
"43668","ntf3","24hpf",47
"43669","ntf3","3Month",615
"43670","ntf3","72hpf",197
"43671","nthl1","21Day",661
"43672","nthl1","22Month",2268
"43673","nthl1","24hpf",642
"43674","nthl1","3Month",5762
"43675","nthl1","72hpf",723
"43676","ntmt1","21Day",3437
"43677","ntmt1","22Month",16491
"43678","ntmt1","24hpf",2209
"43679","ntmt1","3Month",18822
"43680","ntmt1","72hpf",4329
"43681","ntn1a","21Day",2241
"43682","ntn1a","22Month",1787
"43683","ntn1a","24hpf",2363
"43684","ntn1a","3Month",2216
"43685","ntn1a","72hpf",3834
"43686","ntn1b","21Day",1212
"43687","ntn1b","22Month",483
"43688","ntn1b","24hpf",1082
"43689","ntn1b","3Month",1081
"43690","ntn1b","72hpf",5846
"43691","ntn5","21Day",470
"43692","ntn5","22Month",174
"43693","ntn5","24hpf",49
"43694","ntn5","3Month",638
"43695","ntn5","72hpf",445
"43696","ntng1a","21Day",1010
"43697","ntng1a","22Month",48
"43698","ntng1a","24hpf",15
"43699","ntng1a","3Month",8
"43700","ntng1a","72hpf",1290
"43701","ntpcr","21Day",404
"43702","ntpcr","22Month",2521
"43703","ntpcr","24hpf",220
"43704","ntpcr","3Month",3729
"43705","ntpcr","72hpf",369
"43706","ntrk3a","21Day",1284
"43707","ntrk3a","22Month",485
"43708","ntrk3a","24hpf",43
"43709","ntrk3a","3Month",321
"43710","ntrk3a","72hpf",3802
"43711","nuak1b","21Day",7905
"43712","nuak1b","22Month",37174
"43713","nuak1b","24hpf",1698
"43714","nuak1b","3Month",34491
"43715","nuak1b","72hpf",15446
"43716","nuak2","21Day",3072
"43717","nuak2","22Month",40781
"43718","nuak2","24hpf",728
"43719","nuak2","3Month",27784
"43720","nuak2","72hpf",6839
"43721","nub1","21Day",620
"43722","nub1","22Month",3482
"43723","nub1","24hpf",138
"43724","nub1","3Month",5639
"43725","nub1","72hpf",508
"43726","nubp1","21Day",924
"43727","nubp1","22Month",5627
"43728","nubp1","24hpf",184
"43729","nubp1","3Month",3112
"43730","nubp1","72hpf",724
"43731","nubp2","21Day",2833
"43732","nubp2","22Month",19897
"43733","nubp2","24hpf",1278
"43734","nubp2","3Month",31919
"43735","nubp2","72hpf",3386
"43736","nubpl","21Day",834
"43737","nubpl","22Month",5908
"43738","nubpl","24hpf",239
"43739","nubpl","3Month",11325
"43740","nubpl","72hpf",1093
"43741","nucb1","21Day",7255
"43742","nucb1","22Month",15825
"43743","nucb1","24hpf",2311
"43744","nucb1","3Month",22213
"43745","nucb1","72hpf",6264
"43746","nucb2a","21Day",14079
"43747","nucb2a","22Month",37634
"43748","nucb2a","24hpf",12705
"43749","nucb2a","3Month",43285
"43750","nucb2a","72hpf",18294
"43751","nucb2b","21Day",4414
"43752","nucb2b","22Month",36845
"43753","nucb2b","24hpf",532
"43754","nucb2b","3Month",23014
"43755","nucb2b","72hpf",2323
"43756","nucks1a","21Day",26290
"43757","nucks1a","22Month",7564
"43758","nucks1a","24hpf",28632
"43759","nucks1a","3Month",13130
"43760","nucks1a","72hpf",89367
"43761","nucks1b","21Day",11533
"43762","nucks1b","22Month",24297
"43763","nucks1b","24hpf",9599
"43764","nucks1b","3Month",37863
"43765","nucks1b","72hpf",17406
"43766","nudc","21Day",14659
"43767","nudc","22Month",30613
"43768","nudc","24hpf",9846
"43769","nudc","3Month",37204
"43770","nudc","72hpf",17772
"43771","nudcd1","21Day",2356
"43772","nudcd1","22Month",2733
"43773","nudcd1","24hpf",1072
"43774","nudcd1","3Month",4393
"43775","nudcd1","72hpf",2963
"43776","nudcd2","21Day",3085
"43777","nudcd2","22Month",10955
"43778","nudcd2","24hpf",1845
"43779","nudcd2","3Month",10061
"43780","nudcd2","72hpf",3628
"43781","nudcd3","21Day",4519
"43782","nudcd3","22Month",20239
"43783","nudcd3","24hpf",3112
"43784","nudcd3","3Month",41553
"43785","nudcd3","72hpf",8365
"43786","nudt1","21Day",778
"43787","nudt1","22Month",2357
"43788","nudt1","24hpf",1068
"43789","nudt1","3Month",6289
"43790","nudt1","72hpf",1000
"43791","nudt12","21Day",1118
"43792","nudt12","22Month",14068
"43793","nudt12","24hpf",1063
"43794","nudt12","3Month",20602
"43795","nudt12","72hpf",2203
"43796","nudt13","21Day",66
"43797","nudt13","22Month",168
"43798","nudt13","24hpf",73
"43799","nudt13","3Month",633
"43800","nudt13","72hpf",133
"43801","nudt14","21Day",793
"43802","nudt14","22Month",562
"43803","nudt14","24hpf",387
"43804","nudt14","3Month",1058
"43805","nudt14","72hpf",1148
"43806","nudt15","21Day",1354
"43807","nudt15","22Month",809
