gene	21Day	22Month	24hpf	3Month	72hpf
he1.3	0	9	104	6	4
heatr1	3268	8680	1647	10917	3264
heatr3	2045	11308	700	12732	1551
heatr5a	772	4979	510	6873	1758
heatr6	601	1624	259	4204	966
hebp2	1020	3681	335	5395	2174
heca	302	1959	65	4297	821
hectd1	10706	23240	4251	29833	15713
hectd3	3961	31077	1209	45113	4028
hecw2a	252	266	19	284	523
hecw2b	48	62	17	203	114
heg1	71	347	67	390	54
helb	1652	3424	593	3017	1307
hells	10450	3416	12244	15666	10790
helt	633	46	736	46	1160
helz	12842	7783	7189	10195	20900
hemgn	13202	11881	44	18366	6819
hemk1	1103	2527	823	3271	716
henmt1	38	1921	49	7995	29
hepacama	1290	775	83	671	2729
hephl1a	1050	7405	1200	8214	557
her1	5	27	804	97	86
her11	133	780	1299	481	248
her12	4580	99	10505	394	16347
her13	114	0	139	0	486
her15.1	5578	1246	8201	2124	19507
her15.2	6545	776	15978	4813	17184
her2	6164	879	19819	2918	21433
her3	29	1	1326	3	100
her4.1	26660	1565	7904	2613	50842
her4.2	25912	966	17368	1333	55420
her4.3	15107	596	12371	904	32717
her4.4	12711	341	8575	561	20307
her5	4	17	44	6	4
her6	39069	77031	17526	98193	83626
her7	134	83	588	194	813
her8.2	1003	0	748	14	7883
her8a	1187	504	7268	539	6637
her9	36767	25212	9438	80797	47501
herc1	5983	13362	1001	30019	8813
herc2	1240	680	238	975	749
herc3	286	1477	79	3382	431
herc4	650	3654	33	1644	172
herpud1	19593	114514	1327	91413	19890
herpud2	3564	10619	608	12378	4717
hes2.1	131	0	36	12	1174
hes2.2	3892	237	581	755	23904
hes6	4919	2516	7424	5127	21818
hexa	1318	6475	581	15266	1577
hexb	5785	45216	2959	65095	7845
hexdc	271	3819	138	11793	385
hexim1	5502	13173	2624	24079	8250
hey1	6176	3087	2287	7649	24400
hey2	1541	1152	1241	1642	3015
heyl	157	226	26	430	552
hfe2	501	17175	829	30388	534
hfm1	26	44	26	258	50
hgd	18241	163284	96	289632	3276
hgfa	140	223	32	414	256
hgh1	3168	11377	1763	10126	2205
hgs	2038	3030	732	4446	1823
hgsnat	1300	8105	887	12886	3171
hhat	50	243	40	552	59
hhatla	1119	176	213	435	1127
hhatlb	137	166	82	313	788
hhip	2004	1309	1106	3382	5750
hhipl1	223	11761	34	23886	254
hhipl2	192	195	85	328	351
hhla2a.1	3505	14106	1171	18398	3123
hiat1a	2008	7114	1162	11478	3940
hiat1b	4495	13487	915	11486	5968
hibadha	878	5648	394	12099	1714
hibadhb	6142	10450	2691	16621	8328
hibch	2479	2976	940	9500	2839
hic1l	5342	2199	4240	9265	9637
hic2	98	198	104	411	300
hid1a	167	245	44	482	514
hid1b	275	864	60	1417	176
hif1ab	26815	50005	9169	47352	28158
hif1al	20246	36384	10816	49465	25016
hif1an	3785	6448	950	12550	7802
higd1a	62538	349125	4151	413362	40806
higd2a	5179	18894	2465	28046	6152
hikeshi	6166	34623	2590	30685	6760
hinfp	358	1122	186	3379	642
hint1	14526	140073	7048	206457	15177
hint2	1220	7796	1140	11117	1823
hip1	3113	10930	2150	19160	6055
hip1rb	541	508	47	882	440
hipk2	2151	844	667	764	2665
hipk3a	4474	9316	1132	14599	4234
hipk3b	1400	1181	815	841	1604
hira	4368	2707	2850	5593	9167
hirip3	6706	11067	6851	32179	7301
hist1h2a10	153	1017	276	217	238
hist1h2a11	78	6	121	49	98
hist1h2a3	131	84	569	261	210
hist2h2l	16896	36089	5415	70710	22494
hist2h3c	165	36	584	106	262
histh1l	25908	63725	21239	80754	69574
hivep1	9516	10762	748	7997	8324
hivep2a	8636	9300	144	10676	7752
hivep3b	2306	2308	82	2866	1623
hk1	6831	22064	1517	18195	11187
hk2	5845	38681	950	39096	1861
hlcs	14	229	13	264	29
hlfa	5927	5925	400	7296	3097
hltf	1034	5837	1279	8344	1707
hlx1	747	3115	482	3993	1160
hm13	12675	47603	4739	40868	18077
hmbsa	5744	4607	1096	7765	1724
hmbsb	8765	1438	361	1570	2313
hmces	803	1090	793	5277	830
hmcn1	823	1947	703	5510	2604
hmcn2	2226	660	2026	1296	5515
hmg20a	1578	2856	1191	6667	4531
hmg20b	3371	7685	3103	17417	8549
hmga1a	199814	103357	334092	172359	676867
hmga1b	6504	650	1398	1503	16093
hmga2	685	135	899	242	2076
hmgb1a	53085	181195	18849	344195	144630
hmgb1b	48406	27746	53840	135810	162454
hmgb2a	70943	113487	175873	196813	208961
hmgb2b	92266	125001	131462	383619	220740
hmgb3a	43682	37683	33750	67965	188834
hmgb3b	14362	61477	9988	79658	18648
hmgcl	5685	18989	1077	34678	6952
hmgcra	17034	11498	105	27992	2292
hmgcrb	2732	16383	1027	18013	4983
hmgcs1	48771	31598	2174	73914	13731
hmgn2	138660	264552	143555	587158	379351
hmgn3	19668	14090	15272	28664	37542
hmgn6	43857	46496	63623	90710	141367
hmgn7	43932	55192	47071	115446	80708
hmgxb3	273	787	771	688	640
hmgxb4a	446	1345	524	1707	1932
hmha1a	1280	3032	413	3916	141
hmha1b	3979	23509	715	29818	754
hmmr	2804	1628	3246	9407	8880
hmox1a	896	78235	1124	85944	2345
hmox2a	1748	17700	523	25963	2090
hmox2b	21	362	21	979	29
hmx1	738	249	220	546	3122
hmx2	242	138	53	321	1275
hmx3a	1759	477	185	667	5519
hmx4	962	465	224	1206	2013
hnf1ba	210	6188	281	10116	738
hnf1bb	144	2973	159	4229	321
hnf4a	1078	18388	66	29358	1180
hnf4g	488	11473	44	19615	446
hnmt	40	454	80	630	49
hnrnpa0a	36702	35906	34749	62157	140876
hnrnpa0b	98461	462522	71739	523404	252332
hnrnpa0l	109194	474108	71278	749428	208314
hnrnpa1a	33076	27050	25793	43343	56571
hnrnpa1b	70101	190181	83981	262909	162459
hnrnpa3	1082	2814	370	18133	3524
hnrnpaba	116658	81179	133607	107876	304340
hnrnpabb	152476	119349	101758	163040	297556
hnrnpc	9252	9732	6836	18514	20926
hnrnpd	9075	33797	3755	66118	15899
hnrnpdl	1689	6434	450	12143	2276
hnrnph1	1835	3934	591	17625	3830
hnrnph1l	23732	42531	21553	60136	53481
hnrnph3	1032	9291	164	15929	707
hnrnpk	26718	19514	10701	30611	46234
hnrnpl	16934	7837	17386	16379	43284
hnrnpl2	17120	25512	10693	35108	37496
hnrnpm	48326	37446	25055	71330	114781
hnrnpr	15972	32200	3492	48241	31590
hnrnpua	13924	13155	7038	19606	23812
hnrnpub	81203	94824	51354	142180	190375
hnrnpul1	8199	13562	10676	28059	21230
hnrnpul1l	760	793	295	2049	1278
hnrpkl	7210	6585	3549	11874	13661
hoga1	414	8148	76	20118	347
homer1b	1095	3101	68	514	3868
homer2	226	324	81	1376	561
homer3b	3803	2879	1265	8504	6427
homeza	1589	8228	1838	5883	2874
homezb	3839	3295	1787	7604	13418
hook1	559	2945	55	5323	1151
hopx	5105	89154	3331	169098	4565
hoxa10b	281	477	439	893	1030
hoxa11a	26	6	42	3	25
hoxa11b	495	357	645	599	1138
hoxa13a	509	710	283	1540	280
hoxa13b	624	638	438	1369	482
hoxa1a	41	17	97	185	142
hoxa2b	313	201	1648	736	1020
hoxa3a	2967	1683	3175	3898	11279
hoxa5a	112	9	87	75	127
hoxa9a	531	202	640	328	2709
hoxa9b	418	484	832	886	1797
hoxb10a	228	426	468	826	712
hoxb13a	241	263	182	539	99
hoxb1b	364	276	1244	603	2130
hoxb2a	524	340	1043	925	2632
hoxb3a	9992	1643	10529	5428	52944
hoxb4a	24	7	23	10	32
hoxb5a	869	592	407	1945	4231
hoxb5b	658	287	762	453	5475
hoxb6a	461	902	732	3115	2689
hoxb6b	213	37	578	178	3299
hoxb7a	308	552	1098	2783	1032
hoxb8a	1023	1031	1257	5010	7602
hoxb8b	51	33	98	173	162
hoxb9a	211	372	433	879	1359
hoxc10a	286	347	456	1168	1052
hoxc11a	137	388	294	806	498
hoxc11b	169	327	565	385	529
hoxc12a	5	0	11	2	8
hoxc12b	93	172	430	217	454
hoxc13a	232	326	452	451	286
hoxc13b	683	1799	886	1958	353
hoxc1a	491	177	1584	112	4138
hoxc3a	1226	2093	2718	4483	5861
hoxc4a	167	3	153	27	873
hoxc5a	166	12	139	76	1146
hoxc6b	158	194	417	473	517
hoxc8a	257	47	247	81	827
hoxc9a	287	121	384	338	1040
hoxd10a	259	644	553	1202	1193
hoxd11a	119	325	209	1026	427
hoxd12a	753	192	2574	672	1943
hoxd13a	151	21	576	368	375
hoxd3a	836	178	2117	604	6989
hoxd4a	2103	120	2749	533	4912
hoxd9a	252	717	645	1169	1091
hp1bp3	20884	15477	18031	36731	78834
hpca	2840	2328	576	2152	8923
hpcal1	131	321	30	502	111
hpcal4	1138	775	279	1265	2477
hpda	19836	459650	80	590257	6462
hpdb	52011	19886	73	73751	1913
hpdl	2900	1873	562	1546	1729
hpf1	4340	4634	4069	36078	5248
hpgd	3621	19371	562	22827	6453
hpn	275	31751	46	37419	199
hprt1	4453	16591	627	18727	2587
hprt1l	516	181	130	774	1012
hps1	324	1771	167	3336	613
hps3	261	753	104	1382	391
hps4	1072	2096	744	2454	1192
hps5	1167	3210	275	6859	1282
hpse	728	4269	270	5898	529
hrasa	928	4488	247	8143	2349
hrasb	959	2713	675	3752	4219
hs1bp3	504	2669	238	4877	461
hs2st1a	1094	2022	1047	3004	2389
hs3st1l2	814	10223	96	1871	1935
hs3st3b1a	78	1620	128	968	145
hs3st3b1b	1877	43669	1326	32959	4556
hs6st1a	364	126	196	100	1034
hs6st1b	78	108	87	256	117
hs6st2	1862	7484	2912	12508	4607
hsbp1a	4585	7376	2654	12540	10154
hsbp1b	12171	26927	11464	63114	22179
hsbp1l1	538	1659	69	2467	388
hsd11b1la	4208	12618	532	29414	6475
hsd11b2	5179	8188	40	39722	4242
hsd17b10	7623	15399	2210	24835	4670
hsd17b12a	17648	16851	1174	14010	9373
hsd17b12b	4268	19408	403	19887	3948
hsd17b14	1678	3759	623	8284	1511
hsd17b3	88	16941	93	44749	145
hsd17b4	967	9826	100	28455	793
hsd17b7	5722	4039	286	38194	4045
hsd17b8	924	13784	89	19886	566
hsd20b2	2031	3643	180	9072	2476
hsd3b7	3505	51933	616	98973	2292
hsdl1	216	1027	131	2101	342
hsdl2	7670	87709	3878	150174	11447
hsf1	575	1278	517	1652	911
hsf2	3550	9876	924	12994	4690
hsh2d	1292	8699	347	11536	805
hsp70.1	441973	6116065	1671	4520544	136765
hsp70.2	755969	7855766	4845	6165430	362112
hsp70.3	644833	4805472	4851	4444125	437903
hsp70l	1203031	11927272	8009	10842587	400613
hsp90aa1.1	18318	8399	6902	11136	8409
hsp90aa1.2	323285	2067881	1636	2134830	196015
hsp90ab1	257430	1698762	283021	1359171	531311
hsp90b1	160554	457004	7119	315288	159036
hspa12a	382	261	96	6	530
hspa12b	1286	1234	165	2300	1184
hspa13	903	10367	125	4947	812
hspa14	6480	17281	2873	13972	5433
hspa4a	94290	881465	2396	640186	53496
hspa4b	19165	39061	13659	49808	26470
hspa5	244337	2040326	18205	1226271	381282
hspa8	299869	2301117	190586	2440600	539362
hspa9	27337	88554	8624	99210	24001
hspb1	16511	177527	5075	95842	5813
hspb11	722	10538	213	5934	1265
hspb6	573	1836	58	1460	285
hspb8	5148	292784	2278	61395	3686
hspb9	2764	191	1352	585	2893
hspbap1	188	677	105	1535	242
hspbp1	20800	353071	471	295058	6049
hspd1	38155	115701	9877	116377	35694
hspe1	35985	232778	17120	232749	32168
hspg2	689	675	314	1440	927
hsph1	10261	71640	162	29342	1353
htatip2	2232	19295	361	66818	2446
htatsf1	5806	13351	4699	25006	9253
htr1d	90	122	9	103	201
htr3a	102	61	8	15	138
htr5aa	15	54	19	70	15
htr5ab	99	118	18	347	229
htra1a	1894	2416	233	8140	3829
htra1b	2219	5154	104	8445	679
htt	3418	7834	1335	11222	7065
huwe1	13516	28774	8336	46186	30069
hvcn1	1893	23964	906	27050	3078
hyal1	763	2258	177	1350	352
hyal2b	2638	9602	1525	8692	3521
hyal3	398	2306	106	2880	210
hyal6	193	828	22	350	36
hydin	74	750	30	5099	133
hyi	2121	17919	645	34372	1566
hykk.2	543	2138	153	2447	230
hyou1	24802	98063	3495	39239	21106
hypk	11532	78779	12543	81542	12317
iah1	754	1854	371	3605	1168
iars	9679	36541	2943	26620	8779
iars2	2156	5217	770	9071	3040
iba57	1076	1441	360	3388	1258
ibtk	437	599	106	1685	405
ica1	200	214	24	371	315
ical1	345	5029	142	6139	334
ice1	1123	2576	544	4712	2299
ice2	4193	2402	993	6548	3016
icmt	1521	3127	547	4718	2269
icn	258060	832007	35140	2578097	206462
icn2	79347	21145	14555	314478	172695
id1	23717	27366	107900	91391	76018
id2a	8005	33325	13448	49285	24931
id2b	3524	10178	763	29441	2573
id3	11915	124747	18592	139479	23809
id4	1316	841	670	2226	7581
ide	4951	13730	2339	18522	7497
idh1	31957	57105	4052	142763	20346
idh2	35170	88527	19294	111647	53764
idh3a	6841	28007	3703	44378	8503
idh3b	3668	20924	1109	27041	4046
idh3g	3681	11597	1455	22807	4904
idi1	7682	9217	2082	14151	4048
ids	333	3991	227	8374	867
idua	554	983	520	1087	1263
ier2a	84838	436130	21798	855831	100335
ier2b	27539	240846	7919	472399	43890
ier3ip1	3921	14038	2168	14098	5144
ier5	27810	387069	12416	477552	57101
ier5l	11274	6840	21170	12611	50292
iffo1b	991	876	252	777	2417
ifi30	3732	67424	1801	109467	4945
ifi35	2152	15422	195	22498	571
ifih1	408	1873	12	3300	116
ifit11	42	447	19	1154	17
ifitm1	8808	38037	501	50430	278
ifnphi3	165	159	93	285	190
ifrd1	20992	201765	1926	221915	24531
ifrd2	4830	14598	2458	18262	5551
ift140	602	1546	761	4269	1916
ift172	1365	1720	911	9608	3307
ift20	1737	6767	897	11886	3215
ift22	358	811	402	3130	640
ift27	1777	3247	868	12762	1535
ift46	1888	2119	2008	12292	4843
ift52	612	3664	450	15100	1796
ift57	618	1846	482	13933	1108
ift74	1304	3023	757	7146	2392
ift80	683	1577	537	8221	2189
ift81	330	627	155	6097	681
ift88	1263	3209	534	14794	2693
igbp1	4688	5312	2896	11554	7679
igdcc3	3466	375	578	418	22390
igdcc4	1118	5473	739	5737	2777
igf1ra	193	372	39	313	301
igf1rb	2926	9867	1453	3899	4858
igf2a	1370	13574	352	15134	1756
igf2b	7893	36788	3127	50091	10169
igf2bp1	40395	358	62248	1412	106642
igf2bp2a	371	548	44	911	285
igf2bp2b	14193	2318	1856	4306	7311
igf2bp3	8945	1685	5186	6636	12460
igf2r	497	1867	105	2387	539
igfbp1a	67738	1251421	5895	1252860	38216
igfbp2a	3426	60363	588	181197	10281
igfbp3	2297	4301	198	6181	3960
igfbp5b	10402	19890	2153	38876	6834
igfbp7	224	375	38	828	150
igflr1	186	1723	63	1387	64
igfn1.1	135	77	55	330	288
ighmbp2	424	923	151	2351	612
ighv1-4	169	35322	90	4984	32
igsf11	22	16	15	53	41
igsf21a	2332	1730	24	1066	3196
igsf3	100	143	156	189	471
igsf5a	164	1521	8	2224	94
igsf8	381	1030	754	1780	852
igsf9a	382	4068	472	5661	602
igsf9b	220	73	152	181	644
igsf9ba	1324	1651	67	12326	5019
ihha	151	1982	42	1828	255
ik	8408	23047	6987	54186	18885
ikbkb	193	644	60	1490	111
ikbke	709	3553	123	6850	586
ikbkg	3876	30253	930	28692	3329
ikzf1	1078	6645	227	5293	352
ikzf5	1711	2110	709	5185	5195
il10ra	1792	17969	282	31163	771
il10rb	13332	16790	4695	23222	15233
il11b	2273	1099	326	1037	757
il11ra	837	1176	53	990	390
il12rb2l	411	1416	146	1263	369
il13ra1	5193	47638	364	33397	5017
il13ra2	1895	2223	22	5307	240
il15	717	2973	112	7328	568
il16	1824	15340	250	17466	3044
il17ra1a	673	2687	71	8308	562
il17rc	1867	7131	102	7516	1916
il17rd	1647	3854	742	8296	2918
il19l	31	29	13	91	14
il1b	15633	169476	2341	138855	9190
il1fma	220	1870	63	3698	78
il1rapl1a	713	2967	257	1475	2207
il20ra	386	5281	121	5173	616
il21	544	1648	325	3862	66
il34	3051	39591	389	13841	3693
il4	566	4466	66	8441	56
il4r.1	1638	7573	212	11282	1228
il6r	634	49260	657	39153	505
il6st	17561	101039	1828	75156	31423
ildr1a	7149	9892	1128	23001	10699
ildr1b	847	10803	152	8886	1181
ildr2	944	3638	2582	7208	4777
ilf2	37372	32362	23141	44035	86947
ilf3a	7151	6764	4974	13418	14558
ilf3b	28775	31242	32341	35896	77899
ilk	4853	9112	1598	9596	6583
ilkap	1119	2320	1300	7222	2515
illr4	64	60357	30	28150	45
ilvbl	1955	6668	250	10967	1512
im:6904045	937	6208	825	9205	1189
im:6912630	1108	3661	353	7322	1941
im:7136021	464	2399	464	4047	368
im:7138535	1119	8237	211	17020	1220
im:7140055	3915	2775	2149	3913	3617
im:7141269	65	243	49	516	140
im:7145024	271	710	89	1811	118
im:7147486	1504	2001	681	5061	4405
im:7150988	8226	688	5246	2709	34024
im:7151449	1546	1942	95	3539	830
im:7152348	11711	86810	1337	55705	15549
immp1l	728	3187	95	3588	734
immp2l	2779	11902	922	13799	3024
immt	6587	43819	1742	46778	8756
imp3	2765	4747	2447	7500	2312
imp4	4730	10669	3496	9370	4066
impa1	1867	13210	691	21640	4041
impact	1265	4763	425	6192	1028
impad1	1767	4458	1028	6428	2651
impdh1b	3531	9255	4635	7124	11272
impdh2	6549	21652	1591	16566	5594
inab	255	152	61	298	2131
ing1	888	3907	541	6498	1463
ing2	1158	1800	1086	4922	2861
ing3	6044	20764	3879	41288	13499
ing4	6258	7087	3453	23042	27999
ing5a	546	979	111	732	344
ing5b	599	644	680	2216	348
inhbaa	5539	30437	430	25500	4464
inhbb	3219	3437	2048	6337	8851
inip	3135	2714	4232	8564	6711
ino80	3709	7137	1453	9783	5405
ino80b	455	2049	406	2175	692
ino80c	3259	6726	2369	16983	5482
ino80db	1962	4693	1108	6450	3877
ino80e	1314	5380	667	8740	2366
inpp4aa	1539	6078	819	8184	5287
inpp5b	2333	16000	530	19382	2506
inpp5d	581	1445	159	2985	159
inpp5e	258	490	113	1972	571
inpp5ka	1753	3576	175	8540	1447
inpp5kb	1009	241	25	332	749
inpp5l	1987	9525	230	12461	1831
inppl1a	4217	9367	2897	23682	5751
inppl1b	647	2127	84	5568	527
insb	34	188	40	591	14
insig1	11199	71657	2153	121017	9234
insl5a	3258	21388	167	87792	110
insm1a	4806	1244	1329	2404	20052
insm1b	6689	1095	1218	1474	13807
insra	2905	6152	834	9746	4788
insrb	445	1819	105	1954	388
ints1	2235	4853	1329	7885	5900
ints10	1281	2562	722	5214	3215
ints11	1995	2324	1767	4861	3402
ints12	1537	6692	1281	10711	2074
ints13	2366	6699	1338	12953	3781
ints14	1443	2926	1663	8257	2940
ints2	1867	3138	835	5690	3630
ints3	4029	5081	3364	8025	7869
ints4	698	693	255	1299	1062
ints5	736	421	342	661	1065
ints6	1931	2595	686	5462	3586
ints6l	244	207	109	221	391
ints7	1420	1693	779	2631	2689
ints8	3533	4234	2146	8218	7609
ints9	1305	1510	1164	3608	2327
intu	627	1072	287	3621	1192
invs	1617	2911	644	6664	890
ip6k1	1623	2513	320	4734	2016
ip6k2a	12983	13916	2034	26708	27940
ip6k2b	32820	76361	4495	117878	34108
ipcef1	672	1850	153	4183	230
ipmkb	3466	17281	287	20511	3329
ipo11	2796	6196	1788	6824	2321
ipo13	179	433	46	408	225
ipo4	3273	6155	1194	8536	2761
ipo7	53432	160671	30392	200096	63076
ipo8	1311	8908	690	32403	3148
ipo9	5638	5558	3848	9102	6855
ippk	386	1591	135	2216	207
iqca1	204	773	567	2893	463
iqcb1	388	822	380	4325	1445
iqcc	776	1816	364	5142	1086
iqcd	115	441	107	6309	118
iqce	527	784	228	3556	1295
iqcg	90	418	46	4111	172
iqck	77	725	37	3646	176
iqgap1	6920	27554	2040	43097	8054
iqgap2	1939	8183	782	12230	1717
iqgap3	61	213	46	308	123
iqsec1b	31913	12674	2464	14456	48761
iqsec2a	64	225	6	286	68
iqsec2b	1140	3545	95	5359	1047
iqsec3a	1141	295	19	399	3854
iqub	39	350	79	3815	146
irak1bp1	429	1107	717	4147	1375
irak3	1997	28323	63	32852	1456
ireb2	154	478	84	684	183
irf10	1338	2787	128	2949	222
irf1b	23948	42144	4031	53026	19631
irf2	5721	9706	264	14403	1977
irf2a	4161	5020	3405	5774	4781
irf2bp1	5438	9144	1403	10648	6900
irf2bp2a	136	233	34	587	271
irf2bp2b	14177	36601	7306	45889	23342
irf2bpl	4325	3154	2523	4780	13598
irf3	35	177	26	112	78
irf5	1621	6478	408	11717	986
irf6	6593	154016	487	52431	6477
irf7	21785	26574	637	30456	3753
irf8	1990	5498	589	6376	1276
irf9	2630	7909	415	12596	3112
irg1l	2706	5864	3244	3264	8920
irge4	217	4381	39	4250	77
irgf4	6	91	1	123	3
irgq1	309	4694	87	3538	284
irgq2	45	486	20	540	27
irs1	3646	6047	2790	11651	6837
irs2a	647	4612	70	5206	210
irs2b	9107	19602	1170	16280	15172
irs4a	319	1569	168	1084	622
irx1a	1782	521	3061	3375	9302
irx1b	1086	81	3198	434	6086
irx2a	1916	363	1222	1471	10165
irx3a	2987	829	4203	2540	9337
irx3b	358	14	653	270	882
irx4a	836	86	57	559	6845
irx4b	96	39	237	28	472
irx5a	8611	729	11051	1859	25898
irx5b	602	34	605	16	2418
irx6a	328	138	82	130	791
irx7	471	479	577	544	1555
isca1	4336	8310	735	13721	4213
isca2	1602	9097	251	18664	1531
iscub	2005	41603	191	42726	664
isg15	2189	16280	300	16730	407
isg20	5386	19448	2400	15645	5382
isg20l2	533	1648	301	3051	1254
isl1	2660	593	590	919	14220
isl2a	616	215	608	430	4232
isl2b	597	70	133	119	2619
islr2	3918	679	54	1912	19575
ism1	2701	4782	956	9385	3490
isoc1	1246	3277	747	5808	2678
isoc2	1542	10591	172	25503	978
ispd	928	3608	315	11890	1179
ist1	29119	78657	4985	123769	32800
isy1	5506	4498	3476	6498	7068
itfg2	893	3558	575	7515	1464
itga10	851	1347	102	4693	1448
itga11a	600	441	58	1040	1263
itga2.3	783	3842	52	5215	897
itga3a	785	2157	97	6596	374
itga3b	265	370	151	396	288
itga4	366	448	52	891	152
itga5	3570	5596	2149	4466	7470
itga6a	370	907	1069	1461	2457
itga6b	14405	7369	719	38813	4816
itga6l	257	4056	45	8532	88
itga8	150	177	29	476	139
itga9	222	1133	81	859	334
itgae.1	3613	1126	266	4470	1337
itgae.2	675	1246	201	3638	98
itgav	1060	2898	387	7610	1405
itgb1a	1734	4076	409	9475	2667
itgb1b	378	677	147	1436	741
itgb1b.1	567	223	151	794	599
itgb1b.2	5895	49591	163	102636	4471
itgb1bp1	438	929	141	3183	477
itgb2	4406	36438	3114	56432	1196
itgb3b	268	296	13	362	177
itgb4	14414	16969	1303	66659	9107
itgb5	1440	4693	668	7990	3083
itgb6	1222	5735	141	25576	1289
itgb7	108	942	19	2912	27
itih5	72	572	289	875	424
itih6	34	7	3	4	16
itln1	2408	92338	77	445115	11
itm2ba	9266	99149	2762	156224	9239
itm2bb	9580	134959	1504	181886	8073
itm2ca	3116	1313	243	2893	9043
itm2cb	1625	18261	780	24024	2862
itpa	4178	6155	2701	13377	4867
itpk1a	1611	17227	201	27466	1556
itpk1b	875	1902	166	2554	596
itpka	2047	7384	368	11696	1425
itpkb	826	982	162	1875	580
itpkca	1050	7184	407	16166	2901
itpkcb	4313	54252	957	33651	4058
itpr1a	120	1294	42	3857	108
itpr1b	1860	3645	103	5826	822
itpr3	1827	3218	209	10972	1468
itprip	129	942	79	1301	127
itsn1	1528	2918	774	4444	2164
itsn2a	510	706	33	1410	960
itsn2b	10739	28032	2694	28081	10192
ivd	6671	49720	2500	70607	7478
ivns1abpa	10055	54871	885	84482	15220
ivns1abpb	7665	37096	6285	57385	10120
jac7	281	10604	4	74765	11
jade1	3076	5711	1774	13763	5478
jade3	2744	4428	2886	9951	6550
jag1a	1155	2114	745	2709	4841
jag1b	3578	4640	1300	13135	5569
jag2b	1435	3144	2553	5604	4174
jagn1a	519	177	157	291	3535
jagn1b	5378	17637	1322	14753	3945
jak1	23940	104182	5846	62366	30447
jak2a	2298	12429	499	17448	3049
jak2b	1854	10140	388	16777	2255
jakmip1	1099	5324	100	13038	1274
jakmip2	2005	605	82	1017	8926
jakmip3	616	694	98	1430	687
jam2a	1850	4466	1080	6806	1955
jam2b	739	690	747	1205	1998
jam3a	602	483	146	1769	2690
jam3b	6169	7586	12765	24670	15737
jarid2a	108	224	30	394	182
jarid2b	207	476	319	237	342
jazf1b	19	5	16	28	25
jcada	1349	1769	649	1985	1581
jdp2b	7182	138023	7675	498921	11803
jhy	78	294	57	1655	174
jkamp	1937	5034	941	7606	3589
jmjd1cb	13101	21746	3020	32383	23635
jmjd4	689	604	164	1388	1530
jmjd6	1114	5508	408	6560	1475
jmjd7	929	4218	212	6828	633
josd1	1370	2643	665	7873	2659
josd2	1357	3537	518	8192	2681
jph1a	153	279	24	182	172
jph1b	1750	820	351	1327	3031
jph2	340	30	46	59	887
jph3	682	99	48	148	1311
jpt1a	186	118	17	411	433
jpt1b	17454	11247	13345	23771	50259
jpt2	18251	35194	12195	43677	24004
jtb	1884	14311	492	8793	3302
jun	192033	846234	52087	1118516	310232
junba	125981	1070603	43613	1346994	161716
junbb	161755	231331	60457	617138	297328
jund	20997	181665	3321	222241	25406
june	722	1390	138	3094	518
jupa	60826	63319	8388	103384	45140
kalrnb	4526	11995	586	12954	10101
kank1a	1946	9283	1186	10745	4096
kank2	1517	664	242	1061	1922
kank3	766	1172	280	1892	1119
kansl1a	7132	18164	3323	24423	18331
kansl1b	8214	10780	2599	17768	12556
kansl1l	139	726	11	2118	70
kansl2	153	401	93	381	173
kansl3	3151	7985	1592	16362	6803
kars	25487	126535	10812	102711	30451
kat14	2633	6111	1150	10275	5318
kat2a	321	1399	393	2543	485
kat2b	436	388	35	565	468
kat5b	3147	11623	1431	16211	4960
kat6a	715	619	445	767	1346
kat6b	846	336	108	497	530
kat7a	145	424	34	1275	110
kat7b	6517	6257	4297	8914	11987
kat8	3779	9734	2139	12997	7059
katna1	1714	2584	1175	6640	1692
katnal1	553	1262	223	5266	2554
katnb1	3333	5504	3683	18169	7652
katnbl1	684	4480	501	8985	1452
kazald2	138	394	589	560	1693
kazald3	973	1510	236	4267	1606
kaznb	563	3676	163	4708	569
kbtbd2	1193	2479	1087	5928	3615
kbtbd3	113	452	22	534	338
kbtbd4	938	1426	318	1881	1735
